target_flag,gender,education,home_value,age,buy_online,mosaic_group,marital,poc,occupation,mortgage,home_owner,region,new_car,home_income
Y,M,3. Bach,389696,5_<=55,Y,B,Married,U,Professional,1Low,Owner,South,2,K
N,F,1. HS,23238,6_<=65,N,G,Single,N,Sales/Service,1Low,Renter,South,8,A
N,F,0. <HS,0,4_<=45,Y,G,Single,U,Blue Collar,1Low,Owner,Midwest,8,C
Y,F,1. HS,147150,1_Unk,N,J,,U,Sales/Service,1Low,Owner,Midwest,7,E
N,F,1. HS,166629,5_<=55,Y,F,Married,Y,Sales/Service,1Low,Renter,Midwest,1,F
Y,M,3. Bach,0,3_<=35,Y,G,Single,N,Professional,1Low,,Northeast,3,C
Y,M,1. HS,2000000,4_<=45,N,A,Married,U,Sales/Service,1Low,Renter,Northeast,4,F
Y,F,2. Some College,264630,4_<=45,Y,F,Married,Y,Blue Collar,1Low,Owner,Northeast,4,E
Y,M,1. HS,141536,4_<=45,Y,C,Married,U,Blue Collar,2Med,Owner,South,3,K
N,M,4. Grad,163107,4_<=45,Y,C,,Y,Blue Collar,1Low,Owner,South,2,E
Y,M,3. Bach,122341,4_<=45,Y,I,Single,Y,Blue Collar,1Low,Owner,Northeast,7,E
N,F,4. Grad,207100,4_<=45,N,B,,N,Sales/Service,2Med,Owner,Northeast,1,E
N,U,0. <HS,0,7_>65,N,I,,N,Retired,1Low,,South,3,A
Y,M,2. Some College,0,1_Unk,Y,A,,N,Blue Collar,1Low,,West,3,C
N,M,2. Some College,271846,7_>65,Y,D,Married,N,Retired,1Low,Owner,Northeast,1,D
Y,M,3. Bach,1013754,5_<=55,Y,B,Single,N,Professional,3High,Owner,West,2,K
N,M,0. <HS,0,1_Unk,N,G,Single,U,Blue Collar,1Low,Renter,West,8,A
Y,U,3. Bach,0,1_Unk,Y,G,Single,N,Blue Collar,1Low,Renter,Midwest,8,B
N,F,0. <HS,0,7_>65,Y,B,,N,Retired,1Low,Owner,South,3,B
Y,M,3. Bach,3851297,3_<=35,Y,B,,Y,Professional,3High,Owner,West,1,L
N,U,0. <HS,990483,7_>65,Y,C,,N,Retired,1Low,Owner,South,1,G
Y,M,2. Some College,649552,5_<=55,Y,C,Married,Y,Sales/Service,1Low,,Northeast,1,F
N,M,3. Bach,363951,4_<=45,N,D,Married,U,Professional,3High,Owner,Midwest,5,E
N,M,2. Some College,294038,5_<=55,Y,B,Married,U,Professional,1Low,Owner,West,2,E
Y,M,3. Bach,78142,6_<=65,Y,F,Married,N,Retired,1Low,Owner,South,5,D
Y,M,3. Bach,441450,4_<=45,Y,C,Married,Y,Professional,1Low,Owner,Midwest,2,F
N,F,2. Some College,247342,4_<=45,Y,E,Married,N,Sales/Service,2Med,Owner,West,3,F
N,M,4. Grad,819680,3_<=35,Y,C,Married,Y,Professional,3High,Owner,West,1,F
Y,M,3. Bach,275268,6_<=65,Y,B,Married,N,Professional,2Med,Owner,South,2,G
N,F,,174536,3_<=35,Y,C,Married,Y,Blue Collar,1Low,Owner,South,8,F
Y,F,2. Some College,403016,6_<=65,Y,B,Married,N,Professional,2Med,Owner,South,1,G
Y,M,4. Grad,947646,3_<=35,Y,C,Married,Y,Others,3High,Owner,Northeast,1,I
Y,M,2. Some College,177386,4_<=45,N,F,Married,N,Professional,1Low,Owner,South,6,E
N,U,1. HS,184993,1_Unk,N,G,Married,Y,Blue Collar,1Low,Renter,South,8,C
Y,M,1. HS,204375,6_<=65,Y,B,Married,N,Blue Collar,1Low,Owner,South,3,H
N,M,2. Some College,166880,7_>65,N,B,,N,Retired,1Low,Renter,Midwest,1,E
Y,M,3. Bach,227330,5_<=55,Y,E,Married,U,Others,1Low,Owner,South,3,E
Y,F,1. HS,0,6_<=65,N,J,Married,N,Blue Collar,1Low,Owner,Midwest,3,F
N,F,1. HS,234970,7_>65,Y,D,,N,Sales/Service,1Low,Owner,West,2,C
N,F,1. HS,306050,2_<=25,Y,E,,U,Blue Collar,1Low,Owner,West,5,F
N,M,2. Some College,167511,1_Unk,Y,E,,U,Sales/Service,1Low,Owner,South,3,D
Y,M,3. Bach,346979,6_<=65,Y,E,Married,N,Professional,1Low,Owner,West,3,G
Y,F,2. Some College,194565,5_<=55,N,B,Married,N,Sales/Service,2Med,Owner,South,2,G
N,M,2. Some College,269230,4_<=45,Y,B,,N,Retired,1Low,Owner,South,2,F
N,F,3. Bach,354250,6_<=65,N,F,,U,Sales/Service,3High,Owner,South,2,D
N,M,3. Bach,637508,7_>65,Y,D,Married,N,Professional,3High,Owner,West,1,G
N,F,0. <HS,362070,2_<=25,Y,E,,Y,Blue Collar,1Low,Owner,Northeast,5,G
Y,M,3. Bach,1083024,4_<=45,Y,C,,Y,Professional,3High,Owner,West,1,K
Y,F,2. Some College,407660,5_<=55,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,G
N,F,1. HS,489322,2_<=25,Y,B,,N,Others,3High,Owner,West,3,J
Y,F,3. Bach,0,5_<=55,N,G,Married,U,Sales/Service,1Low,Renter,South,9,E
Y,M,2. Some College,383854,7_>65,Y,E,Married,N,Retired,2Med,Owner,South,1,B
N,M,1. HS,313233,6_<=65,Y,G,Married,N,Blue Collar,1Low,Renter,Northeast,2,F
N,M,3. Bach,225749,5_<=55,N,F,Married,Y,Professional,1Low,,Northeast,8,F
Y,M,4. Grad,249520,4_<=45,Y,C,Married,Y,Others,2Med,Owner,Midwest,1,E
N,F,2. Some College,0,1_Unk,N,C,Married,Y,Sales/Service,1Low,Owner,West,8,E
N,F,3. Bach,639738,4_<=45,Y,C,,Y,Sales/Service,3High,Owner,West,1,D
Y,M,4. Grad,202478,1_Unk,Y,B,,N,Professional,1Low,Owner,Northeast,1,J
Y,M,3. Bach,245197,4_<=45,Y,B,,U,Sales/Service,1Low,Owner,Northeast,2,F
N,M,4. Grad,4234650,1_Unk,Y,B,Married,N,Professional,1Low,,Northeast,1,L
Y,F,2. Some College,393544,3_<=35,Y,B,,Y,Sales/Service,1Low,Owner,West,5,F
N,M,0. <HS,272500,1_Unk,Y,C,,Y,Professional,3High,Owner,South,1,F
N,M,,45824,2_<=25,Y,I,,Y,Blue Collar,1Low,Owner,South,2,G
N,F,1. HS,153700,7_>65,Y,H,,N,Retired,1Low,Owner,Midwest,4,A
N,F,4. Grad,0,3_<=35,Y,F,,Y,Professional,1Low,Renter,Midwest,8,E
N,M,2. Some College,245250,1_Unk,Y,C,Married,Y,Professional,2Med,Owner,Midwest,1,J
N,F,2. Some College,0,7_>65,Y,A,,U,Retired,1Low,Renter,Northeast,7,C
Y,M,2. Some College,254188,1_Unk,Y,C,Married,U,Professional,1Low,Owner,Northeast,1,E
N,F,0. <HS,273372,7_>65,Y,B,,N,Retired,1Low,Owner,West,1,F
N,F,1. HS,0,7_>65,Y,G,,N,Retired,1Low,,South,5,C
Y,F,3. Bach,111725,3_<=35,Y,F,,N,Sales/Service,1Low,Owner,South,4,E
N,F,2. Some College,200101,3_<=35,Y,F,Married,Y,Professional,1Low,Renter,South,4,F
N,M,4. Grad,195982,1_Unk,N,J,Married,U,Sales/Service,1Low,Owner,Midwest,3,C
Y,M,4. Grad,51993,5_<=55,Y,E,Married,Y,Professional,1Low,Renter,Midwest,5,F
Y,F,3. Bach,796572,4_<=45,Y,C,,Y,Professional,1Low,Owner,South,1,J
N,F,1. HS,264320,1_Unk,Y,F,,U,Sales/Service,1Low,,West,8,D
Y,M,3. Bach,255337,4_<=45,Y,A,Single,Y,Professional,2Med,Owner,South,1,G
N,U,0. <HS,203840,1_Unk,N,I,,U,Sales/Service,1Low,,South,8,C
N,M,1. HS,0,7_>65,N,B,,N,Retired,1Low,Owner,West,3,H
N,F,4. Grad,0,7_>65,Y,I,Married,N,Professional,1Low,Owner,Midwest,6,F
Y,M,3. Bach,256106,4_<=45,Y,C,Married,Y,Professional,1Low,,South,2,F
Y,M,4. Grad,0,1_Unk,N,B,Married,U,Sales/Service,1Low,Owner,West,3,A
Y,M,2. Some College,270456,2_<=25,Y,I,,N,Blue Collar,2Med,Owner,Midwest,8,C
Y,M,2. Some College,176357,4_<=45,Y,C,,Y,Blue Collar,1Low,Owner,South,3,F
N,F,1. HS,512354,7_>65,Y,E,Married,U,Retired,1Low,Renter,South,1,F
N,F,2. Some College,599500,2_<=25,Y,E,,N,Blue Collar,3High,Owner,West,1,F
Y,M,1. HS,0,1_Unk,Y,E,Single,U,Sales/Service,1Low,Renter,West,9,D
N,F,1. HS,102830,4_<=45,Y,C,,Y,Sales/Service,1Low,Owner,Midwest,2,G
N,F,1. HS,159706,3_<=35,N,B,,U,Sales/Service,1Low,Owner,Midwest,6,G
N,U,1. HS,310192,1_Unk,Y,D,,N,Sales/Service,2Med,Owner,West,8,B
N,F,3. Bach,667625,6_<=65,Y,C,,U,Retired,1Low,Owner,South,1,E
N,F,2. Some College,0,1_Unk,Y,E,Single,Y,Sales/Service,1Low,Renter,Midwest,8,D
N,M,2. Some College,0,7_>65,Y,J,,Y,Blue Collar,1Low,Renter,Midwest,8,D
N,F,1. HS,132070,6_<=65,Y,J,,Y,Sales/Service,1Low,Owner,West,8,D
N,M,1. HS,186759,4_<=45,Y,A,Married,Y,Sales/Service,1Low,Renter,West,7,I
Y,M,2. Some College,302475,5_<=55,N,C,Married,Y,Blue Collar,3High,Owner,West,3,F
Y,F,3. Bach,0,3_<=35,N,E,Single,Y,Sales/Service,1Low,Renter,Northeast,5,F
N,M,2. Some College,234622,5_<=55,N,F,Married,Y,Blue Collar,2Med,Owner,West,5,D
Y,M,4. Grad,1656800,1_Unk,Y,B,Married,N,Professional,3High,Owner,West,4,B
Y,M,4. Grad,383538,3_<=35,Y,C,Married,Y,Professional,3High,Owner,West,2,F
Y,F,3. Bach,358610,1_Unk,Y,E,Married,Y,Professional,3High,Owner,Northeast,2,H
Y,M,4. Grad,1472862,5_<=55,Y,B,Married,Y,Professional,3High,Owner,West,2,K
N,M,1. HS,0,7_>65,Y,D,Married,N,Retired,1Low,Owner,South,3,B
N,M,2. Some College,105893,4_<=45,N,G,,Y,Blue Collar,1Low,Renter,Midwest,9,A
Y,F,2. Some College,0,1_Unk,Y,E,Married,Y,Sales/Service,1Low,Renter,Midwest,9,E
N,M,0. <HS,397986,6_<=65,N,G,,Y,Blue Collar,1Low,Owner,West,8,E
N,M,3. Bach,331905,6_<=65,Y,B,Married,U,Professional,3High,Owner,West,1,J
Y,F,4. Grad,435095,5_<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,G
Y,M,3. Bach,84366,4_<=45,N,G,Single,Y,Professional,1Low,Renter,South,8,E
N,F,1. HS,0,1_Unk,Y,F,Married,U,Sales/Service,1Low,,West,9,D
Y,M,3. Bach,166088,6_<=65,Y,C,,Y,Retired,1Low,Owner,South,2,G
N,M,0. <HS,142037,7_>65,Y,F,Married,N,Retired,2Med,Owner,West,2,H
N,F,0. <HS,0,7_>65,N,D,,N,Retired,1Low,Owner,Midwest,5,A
N,F,1. HS,0,1_Unk,N,I,Married,Y,Sales/Service,1Low,Owner,Midwest,8,E
Y,F,2. Some College,0,3_<=35,N,F,Married,U,Sales/Service,1Low,Renter,South,1,F
Y,M,3. Bach,201432,7_>65,Y,D,Married,N,Sales/Service,1Low,Owner,Northeast,3,E
N,M,2. Some College,167282,4_<=45,N,G,Single,Y,Blue Collar,1Low,Renter,South,5,E
Y,F,0. <HS,881265,1_Unk,N,C,,Y,Sales/Service,1Low,Owner,South,1,K
N,F,1. HS,2063152,6_<=65,Y,B,Married,Y,Professional,3High,Owner,West,1,L
Y,M,3. Bach,195546,4_<=45,Y,F,Married,Y,Others,2Med,Owner,Northeast,2,G
N,F,1. HS,154136,6_<=65,N,I,Single,N,Professional,1Low,Owner,South,2,A
N,F,1. HS,42944,4_<=45,N,E,,Y,Professional,1Low,Owner,South,2,H
Y,F,1. HS,207783,5_<=55,Y,B,Married,N,Sales/Service,1Low,Owner,South,3,F
N,F,0. <HS,114330,4_<=45,Y,J,Married,N,Blue Collar,1Low,Owner,South,8,D
N,F,1. HS,183937,2_<=25,N,F,,Y,Professional,1Low,Renter,South,2,H
Y,M,3. Bach,607696,6_<=65,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,J
N,F,2. Some College,294736,4_<=45,Y,B,,U,Professional,3High,Owner,South,1,K
N,M,,357520,2_<=25,N,B,,N,Professional,1Low,Owner,Northeast,1,G
Y,F,1. HS,0,7_>65,Y,J,Married,U,Retired,1Low,Owner,Northeast,1,B
N,M,1. HS,367031,4_<=45,Y,C,Married,N,Sales/Service,1Low,Owner,South,1,E
N,U,4. Grad,545000,1_Unk,N,C,Married,U,Sales/Service,1Low,Owner,Northeast,4,F
Y,M,2. Some College,239167,7_>65,Y,D,Married,N,Retired,1Low,Owner,South,7,D
Y,F,2. Some College,178404,4_<=45,Y,F,,U,Professional,1Low,,South,3,E
N,M,3. Bach,0,4_<=45,Y,H,,N,Professional,1Low,Owner,South,2,F
Y,M,1. HS,301537,5_<=55,Y,B,Married,Y,Blue Collar,1Low,Owner,South,7,F
Y,M,2. Some College,186357,4_<=45,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,1,G
Y,M,4. Grad,2000000,5_<=55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,K
N,F,3. Bach,83547,3_<=35,N,G,Single,U,Sales/Service,1Low,Renter,South,8,A
Y,M,3. Bach,1406645,5_<=55,Y,B,Married,Y,Sales/Service,3High,Owner,Midwest,1,L
Y,M,3. Bach,736447,7_>65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,H
N,M,0. <HS,0,7_>65,N,F,,N,Retired,1Low,,Northeast,4,A
N,F,0. <HS,0,1_Unk,N,G,,Y,Sales/Service,1Low,Renter,West,5,G
N,F,4. Grad,369520,6_<=65,Y,B,Married,N,Retired,1Low,Owner,South,1,B
Y,F,3. Bach,342543,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,2,G
Y,F,2. Some College,214544,2_<=25,N,E,,U,Professional,1Low,Owner,West,3,E
Y,M,0. <HS,233478,1_Unk,Y,C,,Y,Blue Collar,1Low,,South,7,G
N,F,,274985,3_<=35,Y,F,Married,U,Blue Collar,1Low,,Northeast,3,E
Y,F,2. Some College,366403,6_<=65,Y,F,Married,Y,Professional,1Low,Owner,South,1,E
N,M,2. Some College,92432,6_<=65,N,B,Married,Y,Sales/Service,1Low,Owner,Northeast,2,E
N,U,1. HS,166388,4_<=45,Y,F,,U,Blue Collar,2Med,Owner,West,5,H
N,M,2. Some College,480297,1_Unk,N,A,Single,U,Professional,3High,Owner,South,1,G
Y,M,4. Grad,504198,7_>65,Y,B,Married,N,Professional,3High,Owner,South,1,J
Y,F,3. Bach,381840,3_<=35,Y,B,Married,U,Professional,1Low,Owner,Northeast,1,C
Y,M,4. Grad,287803,5_<=55,Y,C,,Y,Professional,1Low,Owner,South,2,G
Y,F,1. HS,52320,5_<=55,Y,I,Married,N,Blue Collar,1Low,Owner,South,7,E
N,M,4. Grad,0,6_<=65,Y,A,Married,N,Sales/Service,1Low,Renter,Midwest,8,D
N,U,2. Some College,0,1_Unk,N,F,Single,Y,Blue Collar,1Low,Owner,Midwest,9,D
N,M,3. Bach,1361704,2_<=25,Y,B,,U,Professional,3High,Owner,West,1,L
N,F,0. <HS,0,1_Unk,N,D,Married,N,Sales/Service,1Low,Owner,South,3,A
N,M,0. <HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,9,F
Y,F,4. Grad,494522,5_<=55,Y,E,Married,Y,Professional,1Low,Owner,South,2,F
N,M,0. <HS,105359,3_<=35,Y,G,,Y,Blue Collar,1Low,Owner,South,7,C
Y,M,4. Grad,0,6_<=65,Y,H,Married,N,Blue Collar,1Low,Owner,West,7,D
N,M,1. HS,0,3_<=35,Y,J,,N,Blue Collar,1Low,Owner,Northeast,3,E
N,M,0. <HS,169516,1_Unk,N,F,Single,Y,Blue Collar,1Low,Owner,South,9,E
N,F,3. Bach,535233,7_>65,Y,C,,Y,Professional,3High,Owner,West,1,I
Y,M,3. Bach,845949,4_<=45,Y,C,Married,Y,Professional,1Low,Owner,South,1,K
Y,M,2. Some College,112073,2_<=25,N,B,,N,Others,1Low,Owner,Midwest,3,E
N,F,0. <HS,0,7_>65,N,D,,N,Retired,1Low,Owner,West,3,A
N,F,1. HS,25179,1_Unk,Y,I,,U,Others,1Low,Owner,Midwest,5,E
N,M,0. <HS,201769,7_>65,Y,I,Married,N,Retired,1Low,Owner,South,6,E
Y,M,2. Some College,262777,7_>65,Y,B,,N,Retired,1Low,Owner,West,2,E
Y,M,3. Bach,0,1_Unk,Y,A,Single,N,Sales/Service,1Low,Owner,Midwest,8,E
Y,U,3. Bach,440753,1_Unk,N,C,Married,Y,Professional,3High,Owner,South,8,G
Y,F,4. Grad,62784,6_<=65,Y,B,,U,Sales/Service,1Low,Owner,Midwest,2,D
N,M,1. HS,152872,3_<=35,Y,E,,N,Professional,1Low,Owner,South,2,E
Y,F,3. Bach,328526,4_<=45,Y,C,Married,Y,Others,2Med,Owner,South,1,F
N,F,1. HS,1000000,5_<=55,Y,E,,N,Sales/Service,1Low,Owner,Northeast,4,I
N,M,1. HS,53102,6_<=65,N,J,,Y,Sales/Service,1Low,Owner,South,4,F
N,F,2. Some College,173037,4_<=45,N,C,Married,Y,Sales/Service,1Low,Owner,South,4,E
N,M,1. HS,163663,7_>65,Y,E,,Y,Professional,1Low,,South,2,E
N,M,0. <HS,0,3_<=35,N,H,,U,Blue Collar,1Low,Renter,Northeast,5,B
Y,U,0. <HS,0,1_Unk,N,E,Single,N,Sales/Service,1Low,Renter,West,7,E
N,M,1. HS,116739,4_<=45,Y,F,,Y,Blue Collar,1Low,Owner,West,7,I
N,M,0. <HS,0,1_Unk,N,I,,U,Others,1Low,,Midwest,8,A
N,F,4. Grad,246067,6_<=65,Y,B,,N,Professional,1Low,Owner,Northeast,1,I
N,M,0. <HS,128800,1_Unk,N,E,Married,Y,Blue Collar,1Low,,South,9,B
N,M,1. HS,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,8,A
Y,M,2. Some College,269033,6_<=65,Y,B,Married,N,Professional,1Low,Owner,West,2,F
Y,F,2. Some College,0,2_<=25,Y,G,Married,U,Blue Collar,1Low,Renter,Midwest,6,E
N,U,2. Some College,157150,1_Unk,Y,C,,Y,Sales/Service,2Med,Owner,Midwest,5,F
Y,M,1. HS,129361,3_<=35,Y,E,,N,Professional,1Low,Owner,Northeast,3,A
Y,M,1. HS,173885,6_<=65,Y,C,,Y,Retired,2Med,Owner,South,3,E
Y,U,4. Grad,0,5_<=55,Y,G,,Y,Sales/Service,1Low,Renter,West,7,C
N,M,2. Some College,552630,4_<=45,N,A,Single,U,Others,1Low,Renter,West,3,F
Y,M,1. HS,1408280,1_Unk,N,B,Married,U,Sales/Service,1Low,,West,5,K
N,F,0. <HS,0,4_<=45,N,G,Single,Y,Sales/Service,1Low,Renter,West,9,A
Y,M,4. Grad,143825,6_<=65,Y,J,,N,Retired,1Low,Owner,South,2,A
Y,F,4. Grad,803242,5_<=55,Y,B,,U,Sales/Service,3High,Owner,Midwest,1,L
Y,F,4. Grad,1964725,6_<=65,Y,B,Married,U,Professional,1Low,Owner,Northeast,1,J
Y,F,4. Grad,0,3_<=35,N,A,Single,U,Sales/Service,1Low,,Northeast,1,H
N,M,3. Bach,0,4_<=45,Y,A,Single,U,Sales/Service,1Low,Renter,Northeast,2,F
Y,F,1. HS,41247,5_<=55,Y,F,Single,Y,Sales/Service,1Low,Owner,Midwest,3,E
Y,F,3. Bach,0,4_<=45,Y,E,Single,U,Others,1Low,Renter,West,3,E
N,M,3. Bach,572097,6_<=65,Y,B,Married,N,Professional,1Low,Owner,South,1,H
N,F,1. HS,202958,7_>65,N,E,,U,Retired,1Low,Owner,South,1,C
Y,M,4. Grad,0,5_<=55,Y,C,Married,U,Sales/Service,1Low,Owner,Midwest,6,K
Y,F,3. Bach,528081,5_<=55,Y,C,,U,Professional,3High,Owner,Northeast,2,K
Y,M,3. Bach,291678,4_<=45,Y,C,Married,Y,Sales/Service,2Med,Owner,South,2,G
Y,M,3. Bach,372649,6_<=65,Y,C,Married,Y,Professional,3High,Owner,South,3,I
N,M,2. Some College,0,6_<=65,Y,H,Single,N,Professional,1Low,Renter,Northeast,3,F
N,F,,187044,5_<=55,Y,C,Married,Y,Sales/Service,1Low,,South,2,E
N,U,2. Some College,261852,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,South,7,D
Y,F,2. Some College,275184,4_<=45,N,E,Single,Y,Sales/Service,1Low,Renter,Midwest,1,C
Y,F,2. Some College,266396,4_<=45,Y,E,,Y,Professional,1Low,Owner,Northeast,1,C
N,F,1. HS,0,5_<=55,Y,J,,N,Blue Collar,1Low,Owner,Midwest,4,D
N,F,3. Bach,0,4_<=45,N,I,Single,Y,Professional,1Low,,South,4,K
N,M,2. Some College,268052,4_<=45,Y,E,Married,N,Blue Collar,1Low,Renter,South,3,E
Y,F,3. Bach,2000000,4_<=45,Y,C,,Y,Professional,3High,Owner,South,1,K
N,U,2. Some College,92650,7_>65,Y,H,,N,Retired,1Low,Owner,Northeast,4,A
Y,M,0. <HS,272064,7_>65,Y,H,,N,Retired,1Low,Owner,West,1,B
Y,F,4. Grad,330270,5_<=55,Y,E,,U,Professional,1Low,Owner,Midwest,1,G
N,M,1. HS,218697,6_<=65,Y,E,,U,Retired,1Low,Owner,West,4,C
N,F,2. Some College,131966,2_<=25,Y,F,,N,Professional,1Low,Renter,South,3,G
Y,M,2. Some College,135420,3_<=35,N,J,Married,Y,Blue Collar,1Low,Owner,South,6,D
Y,M,2. Some College,0,2_<=25,Y,E,Married,N,Blue Collar,1Low,Renter,Northeast,5,D
N,F,0. <HS,262112,7_>65,Y,F,,U,Retired,1Low,Owner,West,1,G
N,F,2. Some College,29615,2_<=25,Y,F,,U,Blue Collar,1Low,Owner,South,3,D
Y,F,4. Grad,162955,3_<=35,Y,E,,U,Sales/Service,2Med,Owner,Midwest,1,E
N,M,1. HS,85837,6_<=65,Y,J,Married,N,Professional,1Low,Owner,South,8,D
Y,F,3. Bach,485235,5_<=55,Y,B,Married,Y,Professional,1Low,Owner,South,3,I
N,M,0. <HS,0,1_Unk,N,E,Single,U,Sales/Service,1Low,,Midwest,9,D
Y,M,2. Some College,235767,4_<=45,N,B,Married,U,Professional,2Med,Owner,Midwest,2,H
Y,F,3. Bach,609535,4_<=45,Y,C,,Y,Professional,1Low,Renter,West,1,G
Y,M,3. Bach,406918,7_>65,Y,E,,N,Retired,1Low,Owner,South,1,G
Y,M,1. HS,75809,1_Unk,Y,F,Married,Y,Blue Collar,1Low,Owner,Northeast,9,D
N,M,1. HS,152600,7_>65,N,G,,N,Sales/Service,1Low,Owner,Northeast,3,C
Y,M,3. Bach,197835,4_<=45,Y,C,Married,Y,Blue Collar,1Low,,Midwest,5,E
Y,F,4. Grad,353683,4_<=45,Y,C,Married,Y,Professional,3High,Owner,South,1,G
Y,F,0. <HS,135606,3_<=35,N,E,Married,Y,Sales/Service,1Low,Renter,South,8,D
Y,F,2. Some College,78264,4_<=45,Y,F,,Y,Sales/Service,1Low,Renter,West,5,E
N,F,2. Some College,382317,6_<=65,Y,B,Married,N,Sales/Service,1Low,Owner,South,3,G
Y,M,,1115015,1_Unk,Y,B,,Y,Others,1Low,Owner,South,1,L
Y,F,2. Some College,184319,4_<=45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,3,G
Y,F,4. Grad,499078,5_<=55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,H
N,F,4. Grad,0,5_<=55,Y,G,Single,N,Professional,1Low,,South,4,D
N,M,1. HS,67165,7_>65,Y,B,,N,Retired,1Low,Owner,Northeast,5,E
Y,M,2. Some College,0,4_<=45,Y,B,,N,Professional,1Low,,South,3,C
N,F,1. HS,0,5_<=55,Y,H,,N,Professional,1Low,,West,5,G
N,F,3. Bach,688662,5_<=55,N,B,,U,Professional,2Med,Owner,Northeast,2,F
N,M,,433950,2_<=25,N,G,,Y,Blue Collar,1Low,Renter,Northeast,3,F
N,M,4. Grad,563813,6_<=65,Y,B,,Y,Professional,1Low,Owner,West,2,L
N,M,2. Some College,136686,6_<=65,Y,E,Married,N,Sales/Service,1Low,Owner,South,5,C
N,M,3. Bach,608220,7_>65,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,F
Y,M,1. HS,596224,6_<=65,Y,B,Married,N,Blue Collar,1Low,Owner,Northeast,1,H
Y,M,3. Bach,466520,4_<=45,Y,B,Married,Y,Professional,1Low,Owner,Northeast,1,G
Y,F,3. Bach,1000000,5_<=55,Y,B,Married,N,Professional,1Low,Renter,Northeast,1,L
Y,M,3. Bach,779350,3_<=35,Y,E,Married,U,Professional,1Low,Renter,West,4,D
Y,M,3. Bach,332450,2_<=25,Y,B,,N,Professional,3High,Owner,South,2,H
Y,F,3. Bach,591183,3_<=35,Y,B,,N,Professional,3High,Owner,South,1,F
Y,M,2. Some College,237630,1_Unk,Y,D,,N,Others,1Low,Owner,South,4,E
N,M,3. Bach,249195,6_<=65,Y,B,Married,N,Professional,2Med,Owner,West,2,F
Y,F,1. HS,117687,5_<=55,Y,E,,Y,Sales/Service,2Med,Owner,Midwest,4,F
Y,M,3. Bach,241816,3_<=35,N,F,Married,Y,Sales/Service,1Low,,South,5,C
Y,F,4. Grad,191958,6_<=65,Y,I,Married,N,Professional,1Low,Owner,West,1,U
N,F,4. Grad,339660,1_Unk,Y,B,,N,Professional,1Low,Owner,South,2,I
N,M,3. Bach,341578,4_<=45,N,C,Married,Y,Professional,3High,Owner,West,2,H
N,M,1. HS,448251,5_<=55,Y,E,Married,N,Blue Collar,2Med,Owner,West,2,F
Y,F,2. Some College,335066,2_<=25,Y,E,,Y,Sales/Service,3High,Owner,Northeast,4,H
N,F,0. <HS,0,7_>65,N,D,Married,N,Retired,1Low,Owner,South,3,C
N,F,3. Bach,0,7_>65,Y,H,Married,N,Retired,1Low,Renter,South,9,A
N,F,1. HS,0,5_<=55,Y,G,Single,Y,Sales/Service,1Low,Renter,Northeast,2,A
Y,F,2. Some College,203230,4_<=45,N,E,Married,U,Professional,1Low,Owner,South,2,G
Y,M,2. Some College,155870,5_<=55,Y,I,Married,N,Blue Collar,1Low,Owner,Midwest,1,F
Y,M,2. Some College,233360,4_<=45,Y,E,Married,Y,Professional,1Low,,South,7,F
N,F,1. HS,0,6_<=65,Y,H,Married,N,Sales/Service,1Low,Renter,Midwest,9,D
N,M,2. Some College,0,5_<=55,N,E,Married,U,Blue Collar,1Low,Owner,Midwest,3,G
N,M,1. HS,77444,1_Unk,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,9,B
Y,M,1. HS,108498,3_<=35,N,D,Married,N,Blue Collar,1Low,Owner,Midwest,8,B
N,M,3. Bach,359700,3_<=35,Y,D,,N,Sales/Service,1Low,Owner,South,3,A
N,F,4. Grad,677435,5_<=55,N,B,Married,U,Professional,1Low,Owner,West,1,I
N,M,3. Bach,568162,4_<=45,Y,C,Married,Y,Blue Collar,3High,Owner,South,1,H
Y,F,3. Bach,406747,4_<=45,Y,E,,Y,Sales/Service,3High,Owner,Northeast,1,F
N,M,4. Grad,0,3_<=35,N,G,,U,Blue Collar,1Low,,Midwest,5,A
N,F,1. HS,31065,7_>65,Y,J,,Y,Retired,1Low,Owner,Midwest,8,D
Y,M,3. Bach,0,7_>65,Y,U,,0,Retired,1Low,,South,0,U
N,M,2. Some College,355994,2_<=25,Y,C,,Y,Professional,3High,Owner,South,1,H
Y,M,2. Some College,891576,4_<=45,Y,C,Married,U,Professional,3High,Owner,West,3,I
Y,M,4. Grad,0,5_<=55,Y,G,Single,U,Professional,1Low,Renter,Midwest,5,B
