,評等,評語
605,4.0,難得的奢侈一下，第二次吃屋馬來到不同的分店，第一次吃的時候在朝馬店，其提供的休息空間，水果及按摩服務讓人印象深刻。這次吃的時間是中午1100第一批，好像就沒有上述服務了。 ⋯⋯更多難得的奢侈一下，第二次吃屋馬來到不同的分店，第一次吃的時候在朝馬店，其提供的休息空間，水果及按摩服務讓人印象深刻。這次吃的時間是中午1100第一批，好像就沒有上述服務了。停車方面：吃早上第一批停車還算好停，不過路邊停車格是累進收費，第一小時20 第二小時40 第三小時起60 如果你是吃完還要到附近草悟道走走的，還是找停車場停會比較好。外觀：進門是跟旅店在一起，所以這家店的外觀就沒有屬於自己的特色。服務：適逢防疫，一進門就會量體溫跟酒精消毒，服務人員都會戴口罩，每個妹子都是口罩殺手啊，這一點做的不錯，至少吃飯有多一層保障，換網速度也快，平均烤一盤肉會換二個到三個網，用餐收空盤的速度也快，服務生會主動補醬料，不過桌邊服務只在朝馬店有，今天就沒此服裝了。餐點：這個價格大概就是久久吃一次...很貴，覺得比較好吃的就牛肉烤起來很嫩好吃，（不過這是我自己的技術）、海鮮粥及雞湯，這個價格飲料只有一杯覺的好可惜啊。總評：服務人員都很好，很客氣，餐點口味不錯，但價錢偏高，適合慶祝活動時來吃。
606,5.0,雖然已經吃過兩三次的屋馬但還是覺得這間的服務特別好除了介紹的很詳細換網的頻率也很高 ⋯⋯更多雖然已經吃過兩三次的屋馬但還是覺得這間的服務特別好除了介紹的很詳細換網的頻率也很高沙拉 甜點 小菜 肉品都很好吃喜歡鹽檸檬汁跟輕醬油的調味不過真的不能點太多吃太飽的話肉都沒味道了😂🤣也喜歡泡菜夾肉跟生菜的組合有節慶偶爾小聚來這裡是很棒的選擇❤️
607,5.0,果然是必吃名店，如果住台中的話一定常來吃  
608,4.0,(由 Google 提供翻譯) 好吃(原始評論)好吃
609,5.0,好吃不在話下直上最貴的和牛套餐就對了
610,5.0,(由 Google 提供翻譯) 好吃！(原始評論)好吃！
611,5.0,服務好東西好吃
612,3.0,一上座位就會提供一壺雞湯，會先請客人試喝後，再調整濃淡。 個人最愛的是海鮮粥，湯頭濃郁，用料也多，有透抽、蛤蜊等海鮮，另外烤軟絲非常出色，入口Q軟，一點也不硬！有兩道菜色覺得有改進空間，第一是沙拉，沙拉的醬料太過濃郁 (無論是胡麻還是凱撒醬) ，吃了其實很膩口，建議能推新的油醋醬之類的清爽選擇。 ⋯⋯更多一上座位就會提供一壺雞湯，會先請客人試喝後，再調整濃淡。 個人最愛的是海鮮粥，湯頭濃郁，用料也多，有透抽、蛤蜊等海鮮，另外烤軟絲非常出色，入口Q軟，一點也不硬！有兩道菜色覺得有改進空間，第一是沙拉，沙拉的醬料太過濃郁 (無論是胡麻還是凱撒醬) ，吃了其實很膩口，建議能推新的油醋醬之類的清爽選擇。其二是最後的甜點 ( 蓮子白木耳 )，白木耳過甜，導致原本已經吃很飽的胃，更加負擔.....  甜到不如吃哈根達斯....總言是肉質佳、食材豐富 ，氣氛像夜店的餐廳 ( 音樂很大聲 )
613,5.0,第一次吃是在園邸店本來想去中港店。但是不好訂😅不能說是超級好吃但是服務跟CP值都是真的不錯
614,4.0,肉質普通，雞湯很好喝，沙拉跟南瓜泥好吃服務很好，廁所的擺設很貼心，整體滿意
615,5.0,好吃，服務滿意
616,4.0,好吃，服務員帥
617,5.0,推薦最高價位的和牛套餐軟嫩多汁又香非常接近入口即化
618,5.0,好吃 服務人員態度很優良
619,5.0,服務人員很貼心會幫忙剝蝦子。來之前一定要打電話預約沒有預約會擔心怕沒位置
620,5.0,服務好氣氛佳食材新鮮
621,5.0,當天訂位還好只有等一個多小時，朋友們一起聚在一起吃燒烤真的很美好，點了一堆 ⋯⋯更多當天訂位還好只有等一個多小時，朋友們一起聚在一起吃燒烤真的很美好，點了一堆肉質真的很棒棒噠，一定會在光顧！服務人員態度也都棒棒滴～等待之中不忘遞給我們茶水，還有給小朋友零食^_^
622,4.0,服務優質，食材新鮮
623,5.0,打了超過5通電話訂到晚上9點，點了4380的A5和牛套餐，肉量比較少但口感非常高級。雞湯是最令人驚艷的配餐，還有海鮮粥也超級好吃。最後，感謝工作人員幫我們慶祝交往五週年！
624,5.0,超棒的～生日來這就是要畫圖  很感謝服務人員，客製化這張蜜袋鼯😂 ⋯⋯更多超棒的～生日來這就是要畫圖  很感謝服務人員，客製化這張蜜袋鼯😂餐點又很好吃，服務又很棒～記得一定要提前預約唷！！
625,4.0,第一次嚐鮮 一個月前就訂位。服務很好。肉品👌
626,1.0,松阪豬全是油脂 豬肉跟雞肉出一堆 最好吃的和牛沒幾片 這個價位和cp值也只有跟風的才會來吃
627,5.0,很棒，期待台北開店。
628,5.0,無可挑剔的燒肉店
629,4.0,肉質鮮美，服務良好，雞湯印象深刻
630,1.0,原來半夜一點左右大聲喧嘩的是貴店的員工，每天下班就聚在門口大聲談天喧嘩大笑，根本沒考慮週邊住家的安寧，就算今天貴店有美食跟良好的服務，但是我住在旁邊已經被吵了好幾個月了，這讓我壓根一點也不想要進店裡用餐，只讓我覺得貴店的服務員在人前是人人口稱的優良服務人員，原來一下班以後就是不受控制沒有教養的年輕人
631,4.0,燒肉好好吃
632,5.0,聚餐過來，朋友們一致認為好吃名不虛傳，不愧是台中第一名的燒肉
633,5.0,品質優，服務好，想再去。
634,5.0,訂位：比茶六好一點打10幾通就接通了😂 ⋯⋯更多訂位：比茶六好一點打10幾通就接通了😂肉：個人比較喜歡茶六不過也有人覺得茶六醃過頭、太鹹每個人口味不一樣，要自己去吃才知道沙拉：覺得跟茶六差不多😂飯類：加價的粥吃起來像是少了一味的皮蛋瘦肉粥😂(跟朋友吃起來討論出來的結論)份量很大，蛤蜊給的很多，吃到後面還剩很多後來服務人員熱情詢問需不需要打包但我們不是在地人，怕帶回台南會壞掉就沒打包了個人覺得這部分比茶六的飯糰好飲料：奇異果果汁不會酸，很好喝只是要注意放一段時間後會分離不過攪拌一下就可以繼續喝了😂甜點：冰淇淋很好吃！！！完勝茶六❤️❤️❤️服務：比茶六還要貼心服務人員會幫忙撕開濕紙巾，讓客人可以直接拿取有點驚喜+受寵若驚的感覺😂廁所：坐墊保護套超讚，不用擔心被踩過，可以安心坐很貼心放了護墊，給需要的女孩們使用洗手台旁邊有熊寶貝，讓客人去除身上的燒烤味牙籤很常見，但連漱口水都有就不常見了😂
635,4.0,肉品不用多說，免費雞湯很濃醇，海鮮粥更是必點，是我吃過最好吃的海鮮粥，不過環境相對吵雜了點。
636,5.0,屋馬最佳的分店，一切都很棒。
637,5.0,喜歡配肉的蔥，很香好吃
638,5.0,這間服務沒話說。吃好幾年。東西跟服務都有保持住
639,3.0,個人認為真的過譽了，非常普典型短期竄起紅店
640,5.0,肉很好吃 希望訂位可以更容易一點XD
641,1.0,要什麼東西都要等很久，等你肉快烤完了才來，沒肉了才來蔬菜，沒肉了才來蔥鹽，沒肉了才來海鹽，什麼都是特調，所以需要較久的時間，這是他們的解釋。
642,5.0,好吃，服務親切！
643,4.0,生日來吃雖然沒有9折優惠了但還是有一隻大蝦～～服務好肉好吃 ⋯⋯更多生日來吃雖然沒有9折優惠了但還是有一隻大蝦～～服務好肉好吃觀光客來的話，吃一次即可吃完消化很快哦XD
644,3.0,依舊是台中燒肉霸主 但服務 餐點水準已經不是當年的屋馬了⋯
645,5.0,燒肉很好吃
646,5.0,服務好，雖然小貴但還不錯吃！用餐環境普通。
647,5.0,服務親切東西好吃😋價錢合理警喜滿滿
648,5.0,第一次吃，11跟19服務生很好，愉快的用餐體驗。
649,4.0,訂位到現場還是要排隊等候一下，雞湯非常好喝，不過加點的澳洲和牛極上牛舌，送上來的卻一點也不像是以前在日本吃的那種厚切牛舌，有點失望，不過換烤網蠻勤的
650,5.0,完勝台中燒肉
651,1.0,今日去現場候位，櫃檯服務員告知我們前面有6組現場候位，於是我們在附近晃了一下，2個小時過去了，看行動app上顯示候位變多了！！！變成1組，於是我們到店詢問，另外ㄧ個服務員小姐幫我們查一下系統後告知我們要再等15組！！ 請問 如果當初先和我們說今日可能無法排到喔 先做好告知 我們就不用浪費時間還餓肚子於是到了其他店也詢問看看是否狀況相同，其他店服務人員都有預先告知 不ㄧ定候的到位的情況。 ⋯⋯更多今日去現場候位，櫃檯服務員告知我們前面有6組現場候位，於是我們在附近晃了一下，2個小時過去了，看行動app上顯示候位變多了！！！變成1組，於是我們到店詢問，另外ㄧ個服務員小姐幫我們查一下系統後告知我們要再等15組！！ 請問 如果當初先和我們說今日可能無法排到喔 先做好告知 我們就不用浪費時間還餓肚子於是到了其他店也詢問看看是否狀況相同，其他店服務人員都有預先告知 不ㄧ定候的到位的情況。同樣作為餐飲人員，提前告知客人現場狀況是基本的吧！請問這間店的服務人員教育訓練是不是該檢討呢！！
652,4.0,屋馬品質長久以來都是非常的穩定 是有質感的店
653,5.0,這是唯一一間可寄放毛小孩的屋馬超級貼心的服務讓我們可以安心用餐以後都訂這間了
654,5.0,從一開始的雞湯就非常好喝，我們加了好幾次😂肉和海鮮粥也很好吃，整體服務也很棒～～
655,5.0,海鮮粥超好吃
656,5.0,東西好吃 量也很夠 雞湯跟海鮮粥印象深刻
657,3.0,第二次拜訪，撇開一開始報到混亂，差點被負責接待的人員遺忘。豬肉的品質只能說一般般，和第一次用餐、主要點牛肉的印象有很大的落差。另外，用餐完畢後，服務人員整理桌面是用給客人的擦手濕紙巾，而不是用酒精進行消毒，個人覺得很不行。雖然可能不會再拜訪了，不過還是希望重視清潔。
658,5.0,服務好得沒話說～每次都吃的很飽～蜂蜜冰淇淋超好吃😋
659,5.0,兩人吃兩人份的餐太飽，下次可能三人一起吃兩人餐。肉品以及海鮮粥很棒！
660,1.0,(由 Google 提供翻譯) 糟糕(原始評論)糟糕
661,5.0,好吃！令人念念不忘，但太難排了
662,4.0,裝潢好，食物就是這樣，和牛普通，所以點一般套餐就可以滿足口腹之慾跟美味可口的需求！不過牛舌跟牛肋條蠻好吃的，怕油的牛肋就pass吧⋯⋯
663,1.0,電話每間根本打不進去到現在等說剩七組 結果等了超過兩個小時都還等不到
664,2.0,"本人與家人曾於上星期到訪此餐廳，家人於一個月前已訂位，但去到仍然要等半小時以上，人頭湧湧，互相散播疫情。終於等到安排入座，餐廳內所有侍應都是年輕人，平均年齡約33歲，但大家都行色匆匆，似乎是逃避客人的要求，很難可以截停他們落 order。我們選擇了$2,380 ⋯⋯更多本人與家人曾於上星期到訪此餐廳，家人於一個月前已訂位，但去到仍然要等半小時以上，人頭湧湧，互相散播疫情。終於等到安排入座，餐廳內所有侍應都是年輕人，平均年齡約33歲，但大家都行色匆匆，似乎是逃避客人的要求，很難可以截停他們落 order。我們選擇了$2,380 三人套餐，食物送達時間都頗耐，送達時是分開兩次的，分為兩盤三層高的肉類。牛肉切得非常之薄，盡顯刀工，牛肉及豬肉的質素頗高，其他食物就普普通通，唯一一點可以稱讚的，是侍應會不停為客人更換燒烤網，這點是可以保持生熟食物衛生，減少肉類互相感染。餐廳方面有些陷阱，本人與家人已中伏了。在落 order 時已詢問侍應可以點哪些飲品？侍應回答餐牌上任何飲品也可以點選，但當找數時發現多計了，在詢問侍應後才知道只可以點選$150以下的飲品，如 over $150便會計回差額，這是侍應事前沒有說明這點給客人知道，明顯是想搵多些錢，埋單找數要客人到櫃檯，公司不收「銀聯」卡，只收 Visa 及 現金。其實網上的評語對這間餐廳是言過於實，人多食物一般，已見識過了，日後也不會再光顧了。"
665,5.0,服務好，價格合理，氣氛佳
666,4.0,服務太熱情了@@
667,3.0,第一次吃覺得很驚艷但是吃第二次之後覺得還好雞湯味道變淡 ⋯⋯更多第一次吃覺得很驚艷但是吃第二次之後覺得還好雞湯味道變淡海鮮粥的粥太稀太水跟之前來吃完全不一樣
668,5.0,真的好好吃喔，肉入口即化，雞湯又好喝，服務沒話說
669,3.0,年輕朋友愛去朝聖的地方
670,5.0,肉很新鮮，雞湯超讚的。
671,5.0,平常都吃一般雙人或三人套餐這次試了和牛套餐表現不錯
672,4.0,東西都蠻好吃的 服務也相當周到 甜點還可以自選沙畫的圖片 總體上除了價錢稍高沒有什麼可挑剔的
673,5.0,棒棒 很貼心A5678
674,5.0,服務超好！
675,4.0,好吃~~雞湯很好喝
676,5.0,電話真難打…
677,5.0,第一次來 服務人員很親切👍👍笑容滿面讓顧客吃的也很開心  享用1680雙人套餐吃的很飽
678,5.0,好吃的燒肉 吃不膩
679,5.0,肉質新鮮好吃，其他餐點也都很讚而且店員服務超好，有好幾次都特地過來吃
680,5.0,超級好吃，服務態度超級好。訂位時有詢問聚餐的理由，餐後送上特製大驚喜，為我們一起慶賀，光這點就大加分，根本可以10顆星啊！
681,5.0,肉品新鮮 食材品質超優服務人員相當專業 親切又熱情最喜歡的分店就是園邸店
682,4.0,不錯，但哈根達思有點甜
683,5.0,真的好吃畫的也好看
684,5.0,很好吃!!!裝潢也很棒
685,2.0,覺得在很多細節像帶位、慶生、廁所等等的規劃規定很用心，但服務生似乎因為太忙所以太趕又太不客氣了，用餐充滿壓力，體驗很不好，不只點餐，連換烤網跟收桌都讓人有種去消費反而客人要服務服務生的感覺，餐廳是不是該增加人手？服務品質一點都不值得這個價位。
686,3.0,人手明顯不足，換烤網速度、上菜上到忘記，國安店、中港店的整體服務品質較佳。
687,5.0,服務很好，餐點也非常有水準（加價的海鮮粥令人印象深刻，味道很鮮）。建議一定要訂位，不然根本排不到。小缺點就是用餐時間非常緊湊，從點餐完到吃完甜點不到90分鐘就被告知後面還有客人，所以甜點跟飲料是沒用完的（也可能是我個人吃東西比較慢😂）不過服務態度真的很不錯，還是非常非常推薦！
