宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装夏装真丝上衣母亲节衣服夏季大码妈妈装桑蚕丝短袖衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1QLZ8QFXXXXbUaXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=549419115591&ns=1&abbucket=0#detail,148.00,473人付款,浙江 嘉兴,,LingWu.S.S,薄,"聚酯,蚕丝",2017年夏季,福态,大花,50-59周岁,宽松,单件,开衫,常规,V领,常规,单排扣,,纽扣
中老年女装夏装衬衫妈妈装雪纺衫上衣40-50岁中长款大码宽松衬衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/407745219/TB2YT8NntRopuFjSZFtXXcanpXa_!!407745219.jpg,https://item.taobao.com/item.htm?id=548314079640&ns=1&abbucket=0#detail,78.00,520人付款,北京,201款,,适中,,"2017年春季,2014年秋季,2017年夏季",民族风,,,宽松,,套头,中长款,半开领,,,,
妈妈夏装中袖衬衫女40-50岁2017新款中年女春装中老年短袖薄上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1OacCQVXXXXXHXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547643023153&ns=1&abbucket=0,158.00,1065人付款,河南 郑州,LZJ17182 ,莱语 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,立领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
春装新款妈妈装衬衫长袖大码上衣中老年人女装夏装老人奶奶装衬衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1NPQOPFXXXXczXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545812142265&ns=1&abbucket=0,85.00,791人付款,浙江 嘉兴,HT389 ,芭萱妮 ,适中 ,其他 ,2017年春季 ,休闲 ,花色 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
2017春夏新款中老年女全棉翻领绣花T恤 时尚妈妈长袖t恤中年衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/396590648/TB2HPnkjt4opuFjSZFLXXX8mXXa_!!396590648.jpg,https://item.taobao.com/item.htm?id=44113277516&ns=1&abbucket=0#detail,40.00,554人付款,上海,A-01399#,other/其他,薄,"LYCRA莱卡,棉",2017年夏季,时尚,纯色,40-49周岁,直筒,单件,套头,常规,POLO领,,,,绣花
老人夏装上衣60-70岁奶奶装短袖衬衫老年人女装夏季衣服妈妈t恤80,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1fmroRXXXXXa4XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547600069977&ns=1&abbucket=0,89.00,455人付款,江苏 苏州,XZ-19衬衫 ,筱芙 ,适中 ,其他 ,2017年夏季 ,福态 ,碎花 ,60周岁以上 ,宽松 ,单件 ,开衫 ,短款 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,
中老年女装夏季短袖衬衫妈妈装40-50岁T恤上衣中年宽松打底衫夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2859629491/TB2x6NgnwxlpuFjy0FoXXa.lXXa_!!2859629491.jpg,https://item.taobao.com/item.htm?id=549574873146&ns=1&abbucket=0#detail,24.90,149人付款,北京,16883,other/其他,适中,,"2017年春季,2017年夏季",时尚,碎花,40-49周岁,修身,单件,开衫,常规,POLO领,常规,单排扣,91%(含)-95%(含),纽扣
奶奶装夏装套装女2017新款老人衣服6070岁春装妈妈装衬衫两件套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/48166423/TB2qNxXpEhnpuFjSZFpXXcpuXXa_!!48166423.jpg,https://item.taobao.com/item.htm?id=547538428336&ns=1&abbucket=0#detail,68.00,384人付款,江苏 苏州,,,薄,"麻,其他",2017年夏季,朴实,其他,60周岁以上,宽松,两件套,开衫,常规,荷叶领,常规,单排扣,,
春夏新款中老年女装长袖衬衫妈妈装40-50岁T恤上衣中年妇女打底衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1UrDvPVXXXXbqapXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=547063392998&ns=1&abbucket=0#detail,18.00,192人付款,北京,JLK衬衫,other/其他,薄,聚酯,2017年春季,新潮,大花,40-49周岁,修身,单件,开衫,常规,POLO领,常规,单排扣,96%及以上,拉链
母亲节中老年人女装夏装T恤胖妈妈装针织打底衫奶奶装大码衬衣服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1fgXmQVXXXXXdXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547955569294&ns=1&abbucket=0,158.00,762人付款,浙江 嘉兴,YXMG17A17173 ,印象玫瑰 ,适中 ,其他 ,2017年春季 ,休闲 ,纯色 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
妈妈装衣服夏装短袖上衣 女士短款t恤衫中老年女装宽松大码衬衫夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1NcMZJFXXXXcyXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=531054564334&ns=1&abbucket=0,9.80,2101人付款,北京,ZF771781 ,庄菲 ,,聚酯 ,2016年夏季 ,通勤 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,常规 ,,91%(含)-95%(含) ,
妈妈夏装两件套雪纺衫大码中袖上衣衬衫30-40-50岁中老年女装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1Wb1RRXXXXXbJXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549600002703&ns=1&abbucket=0,89.00,475人付款,湖北 武汉,Q17BW366 ,Q．PARMOE/千百萌 ,适中 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,常规 ,,96%及以上 ,
中老年人女装春秋装纯棉衬衫妈妈装大码衬衣老人绣花长袖翻领上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/731526191/TB28B6ifRNkpuFjy0FaXXbRCVXa_!!731526191.jpg,https://item.taobao.com/item.htm?id=545845414360&ns=1&abbucket=0#detail,49.00,373人付款,上海,DF-9,华丽依尚,薄,"聚酯,棉","2016年秋季,2017年春季",时尚,花色,40-49周岁,直筒,单件,开衫,常规,POLO领,常规,单排扣,51%(含)-70%(含),绣花
【天天特价】妈妈装夏装真丝T恤中老年女装40-50中袖雪纺衬衫上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1MHf_PVXXXXcJXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=530168262176&ns=1&abbucket=0#detail,37.00,568人付款,江苏 苏州,,,薄,"雪纺,蚕丝,其他","2017年春季,2017年夏季",知性,纯色,40-49周岁,宽松,单件,套头,常规,半开领,其他,,96%及以上,纽扣
妈妈装春装衬衫中老年人女装上衣大码60-70岁奶奶夏装长袖衬衣薄,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/407534273/TB2G8oqorxmpuFjSZJiXXXauVXa_!!407534273.jpg,https://item.taobao.com/item.htm?id=548006659476&ns=1&abbucket=0#detail,39.00,364人付款,江苏 苏州,,,薄,聚酯,2017年夏季,休闲,花色,60周岁以上,宽松,单件,开衫,常规,POLO领,常规,单排扣,81%(含)-90%(含),纽扣
2017夏新款中年妇女短袖上衣时尚妈妈装40-50岁中老年人女装夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1tVnUQFXXXXa1XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547313853020&ns=1&abbucket=0,69.00,1668人付款,浙江 嘉兴,8862 ,伊势梦妮 ,薄 ,聚酯 ,2017年夏季 ,知性 ,其他 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,V领 ,常规 ,,30%及以下 ,
母亲节衣服中老年女装夏季奶奶装套装妈妈夏装短袖老人开衫两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB14o03RXXXXXcGXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548255985239&ns=1&abbucket=0,148.00,470人付款,江苏 苏州,HJ1945CX06 ,荟娟 ,适中 ,聚酯 ,2017年夏季 ,时尚 ,花鸟图案 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,半高领 ,常规 ,单排扣 ,96%及以上 ,
香颜中老年女装夏装七分袖串珠T恤妈妈装春2017新款时尚衬衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1dIVEQpXXXXbsXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547565495239&ns=1&abbucket=0,138.00,590人付款,浙江 嘉兴,XYJXC1586 ,香颜 ,薄 ,其他 ,2017年夏季 ,时尚 ,碎花 ,40-49周岁 ,宽松 ,单件 ,开衫 ,短款 ,立领 ,常规 ,单排扣 ,96%及以上 ,钉珠 
佩曼中年妈妈装2017春新款长袖雪纺衫套装女中老年夏装衬衫套装潮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1brAQQFXXXXaFXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547332639105&ns=1&abbucket=0,89.00,811人付款,浙江 嘉兴,PM/XZC4142 ,PEMAN/佩曼 ,薄 ,其他 ,2017年夏季 ,时尚 ,抽象图案 ,50-59周岁 ,修身 ,两件套 ,开衫 ,中长款 ,V领 ,衬衫袖 ,单排扣 ,96%及以上 ,纽扣 
母亲节妈妈装夏装雪纺衬衫40-50岁2017新款中年女装夏季t恤上衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1C1axQVXXXXbbXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547849857497&ns=1&abbucket=0,118.00,897人付款,江苏 苏州,CS-DLY715 ,芬典 ,适中 ,聚酯 ,2017年春季 ,时尚 ,碎花 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,,喇叭袖 ,,96%及以上 ,绑带 
40-50岁妈妈装秋装新款衬衫中年t恤女春装中老年女装夏装长袖上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1709081782/TB2w9P9tXXXXXXOXpXXXXXXXXXX_!!1709081782.jpg,https://item.taobao.com/item.htm?id=525952527720&ns=1&abbucket=0#detail,39.00,550人付款,江苏 苏州,AL-LLCS,沁欣,薄,聚酯,"2016年夏季,2016年春季,2016年秋季,2017年春季,2017年夏季",时尚,纯色,40-49周岁,直筒,单件,套头,常规,立领,常规,,96%及以上,褶皱
母亲节衣服饰妈妈装夏装衬衫中年女装夏季30岁40雪纺衫中老年套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1tJD8QVXXXXXXaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549115664688&ns=1&abbucket=0,128.00,564人付款,浙江 嘉兴,LPP-0317 ,浅恋 ,薄 ,聚酯 ,2017年夏季 ,知性 ,抽象图案 ,40-49周岁 ,宽松 ,两件套 ,套头 ,中长款 ,POLO领 ,常规 ,,91%(含)-95%(含) ,
中老年人女装春装中袖衬衣妈妈装上衣60－70岁奶奶装夏装长袖衬衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1jm.VQVXXXXbIaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544866074111&ns=1&abbucket=0,128.00,439人付款,浙江 金华,FCH-XA108 ,FACHAIHUA/发财花 ,薄 ,聚酯 ,2017年夏季 ,民族风 ,复古图案 ,60周岁以上 ,修身 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,91%(含)-95%(含) ,纽扣 
中老年女装夏装短袖t恤 宽松大码衬衣夏天妈妈装衬衫老年人衬衣女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1Lq1EHpXXXXbuXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=44300710534&ns=1&abbucket=0#detail,68.00,730人付款,北京,,,薄,"棉,其他",2017年夏季,时尚,其他,50-59周岁,宽松,单件,开衫,常规,POLO领,常规,单排扣,71%(含)-80%(含),纽扣
福玛玛2017年夏季新品中老年女装花边领复古纯色衬衫妈妈夏装上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB19hVZQFXXXXXpaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546492295303&ns=1&abbucket=0,228.00,659人付款,浙江 杭州,T7202T0320 ,福玛玛 ,,聚酯 ,2017年夏季 ,知性 ,,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,,,,91%(含)-95%(含) ,
中年妈妈装春装衬衫纯棉刺绣4050岁衬衣中老年女装夏装长袖打底衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1iQJHQXXXXXcfXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546062082769&ns=1&abbucket=0,88.00,910人付款,江苏 苏州,8156 ,云露雅 ,适中 ,其他 ,2017年春季 ,时尚 ,其他 ,40-49周岁 ,宽松 ,单件 ,,短款 ,V领 ,,,96%及以上 ,
中年人夏装短袖衬衫T恤女装妈妈装夏季宽松大码中袖印花雪纺上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1658190089/TB2FzW6gYXlpuFjy1zbXXb_qpXa_!!1658190089.jpg,https://item.taobao.com/item.htm?id=546405546616&ns=1&abbucket=0#detail,29.90,569人付款,北京,,,薄,雪纺,2017年夏季,时尚,大花,40-49周岁,宽松,单件,套头,常规,POLO领,常规,单排扣,96%及以上,纽扣
新妈妈春装连衣裙中老年女装打底衫中长款长袖上衣牛仔棉衬衫外套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB14o0BPFXXXXX8apXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=545352581186&ns=1&abbucket=0#detail,49.00,683人付款,江苏 苏州,10,,适中,牛仔布,2017年春季,时尚,碎花,40-49周岁,修身,单件,开衫,中长款,方领,常规,单排扣,51%(含)-70%(含),口袋
2017新款中老年女夏装棉麻套装妈妈装两件套短袖衬衫大码开衫女装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1035773040/TB2PVQbpbBmpuFjSZFuXXaG_XXa_!!1035773040.jpg,https://item.taobao.com/item.htm?id=549367179509&ns=1&abbucket=0#detail,39.90,201人付款,北京,8808,金曼斯蒂,适中,棉麻,2017年夏季,休闲,纯色,40-49周岁,宽松,两件套,开衫,常规,其他,常规,,31%(含)-50%(含),
母亲节妈妈春装衬衫长袖2017中年女夏季上衣服40岁50中老年人夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1on70QXXXXXb3apXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546872383966&ns=1&abbucket=0,149.00,932人付款,湖北 武汉,Q3405 ,Chophilly＆Co/乔芙丽 ,薄 ,棉 ,2017年春季 ,休闲 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,91%(含)-95%(含) ,绣花 
中老年女装夏装长袖衬衫女40-50岁中年妈妈装春装女 老年人女衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2477852433/TB2dbbClR8lpuFjSspaXXXJKpXa_!!2477852433.jpg,https://item.taobao.com/item.htm?id=545822542924&ns=1&abbucket=0#detail,39.00,477人付款,北京,XW410420,other/其他,薄,聚酯,"2017年春季,2017年夏季",通勤,花色,40-49周岁,修身,单件,开衫,常规,方领,常规,单排扣,91%(含)-95%(含),纽扣
妈妈装夏装两件套雪纺衫中老年女装套装中年春装T恤衬衫母亲节,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1zR9MQVXXXXX1XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549556303925&ns=1&abbucket=0,138.00,432人付款,浙江 嘉兴,XH17BLO1701 ,Xil lui/喜卉 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,条纹 ,40-49周岁 ,宽松 ,两件套 ,套头 ,常规 ,POLO领 ,常规 ,,96%及以上 ,纽扣 
中老年春秋宽松长袖印花衬衫中年女装中长款上衣妈妈装春装打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1666568165/TB2hpdZmtFopuFjSZFHXXbSlXXa_!!1666568165.jpg,https://item.taobao.com/item.htm?id=547232277140&ns=1&abbucket=0#detail,23.80,362人付款,江苏 苏州,,,适中,聚酯,"2017年春季,2017年夏季",时尚,花色,40-49周岁,宽松,单件,开衫,中长款,方领,常规,单排扣,,纽扣
中年女装夏装t恤短袖上衣打底衫40-50岁中老年妈妈装夏季t恤衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1tBJLQVXXXXbcXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546595591605&ns=1&abbucket=0,78.00,441人付款,江苏 苏州,KQ-8500 ,悦薇孔雀 ,薄 ,聚酯 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,半开领 ,常规 ,单排扣 ,91%(含)-95%(含) ,褶皱 
全棉中老年衬衫女装妈妈装纯棉春秋T恤格子长袖大码衬衣加大加肥,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/T1d_81FBhXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=17731299000&ns=1&abbucket=0#detail,59.00,427人付款,北京,衬衣-9#,GENGHAOJIE,适中,纯棉,2016年春季,朴实,格子,,宽松,单件,开衫,常规,,衬衫袖,单排扣,96%及以上,纽扣
妈妈装夏装真丝衬衫中老年人女装短袖上衣老人奶奶装香云纱60-70,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB190gbKVXXXXaQapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546757971909&ns=1&abbucket=0,238.00,391人付款,浙江 杭州,HJY1606-105-17 ,和家缘 ,薄 ,蚕丝 ,2017年夏季 ,休闲 ,复古图案 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,圆领 ,常规 ,单排扣 ,30%及以下 ,纽扣 
中老年女春装上衣中年妇女衬衫长袖打底衫40岁妈妈装中长款T恤女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1669903245/TB24gR6nC8mpuFjSZFMXXaxpVXa_!!1669903245.jpg,https://item.taobao.com/item.htm?id=545952643095&ns=1&abbucket=0#detail,39.00,711人付款,上海,SYN17010,圣伊奴,适中,"聚酯,其他","2017年春季,2017年夏季",时尚,花色,40-49周岁,宽松,单件,套头,中长款,立领,常规,单排扣,,纽扣
中老年衬衫女装夏装短袖上衣40-50岁老人衣服中年妇女妈妈装衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1naKoRXXXXXbNaXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=548517403319&ns=1&abbucket=0#detail,35.00,291人付款,北京,6017,other/其他,适中,"聚酯,其他",2017年夏季,时尚,其他,40-49周岁,修身,单件,开衫,常规,其他,常规,单排扣,91%(含)-95%(含),纽扣
香颜中年女春装2017新款潮妈妈装七分袖短款印花棉麻上衣外套夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB18VNBQXXXXXahXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546736170747&ns=1&abbucket=0,188.00,892人付款,浙江 嘉兴,XYBJZ2118 ,香颜 ,适中 ,棉麻 ,2017年春季 ,时尚 ,其他 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,其他 ,常规 ,单排扣 ,51%(含)-70%(含) ,纽扣 
妈妈雪纺衫女2017新款夏装短袖上衣中老年女装衬衣打底衫大码宽松,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/25770773747/TB2k5NLqdBopuFjSZPcXXc9EpXa_!!25770773747.jpg,https://item.taobao.com/item.htm?id=549725901751&ns=1&abbucket=0#detail,38.80,360人付款,江苏 苏州,985,,薄,蕾丝,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,其他,泡泡袖,,51%(含)-70%(含),纽扣
棉麻妈妈装夏装衬衫中老年人女装七分袖衬衣奶奶装大码上衣服装女,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1gn4oQVXXXXXMXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548534494768&ns=1&abbucket=0,116.00,470人付款,上海,9521 ,夕之美 ,薄 ,棉 ,2017年春季 ,通勤 ,碎花 ,50-59周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,81%(含)-90%(含) ,口袋 
母亲节中老年人女装夏装妈妈装衬衫翻领短款奶奶装上衣短袖衣服薄,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1OEpoQpXXXXaWapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547639127164&ns=1&abbucket=0,128.00,573人付款,浙江 嘉兴,YJJ17A7128 ,YANJIJI/羊吉吉 ,薄 ,其他 ,2017年夏季 ,福态 ,复古图案 ,50-59周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
母亲节中老年人女装夏装大码妈妈装衬衫短款老人衣服薄奶奶装衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1MsoPQpXXXXXfXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548315562188&ns=1&abbucket=0,158.00,705人付款,浙江 嘉兴,YJJ17B718 ,YANJIJI/羊吉吉 ,薄 ,其他 ,2017年夏季 ,居家 ,抽象图案 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,衬衫袖 ,单排扣 ,96%及以上 ,纽扣 
中老年人夏装女短袖衬衫妈妈装棉麻上衣T恤奶奶老人衣服60-70-80,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1.goiQpXXXXamXpXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=546703357489&ns=1&abbucket=0#detail,68.00,311人付款,广东 广州,湘格雅,other/其他,薄,"聚酯,棉麻,棉",2017年夏季,民族风,花色,60周岁以上,宽松,单件,开衫,常规,圆领,常规,单排扣,81%(含)-90%(含),绣花
红曼裳老年人女装夏装衬衫印花修身妈妈装短袖上衣中老年女装衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1VWGrRXXXXXc.XXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549248632109&ns=1&abbucket=0,98.00,406人付款,浙江 杭州,HMS17B4033 ,红曼裳 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,60周岁以上 ,修身 ,单件 ,开衫 ,常规 ,方领 ,常规 ,单排扣 ,91%(含)-95%(含) ,纽扣 
中老年女装夏装中袖衬衫妈妈装春秋上衣中年七分袖唐装长袖开衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1669473701/TB2Hnf2fHBmpuFjSZFuXXaG_XXa_!!1669473701.jpg,https://item.taobao.com/item.htm?id=528053135551&ns=1&abbucket=0#detail,35.00,327人付款,北京,010,other/其他,薄,"聚酯,涤纶","2016年夏季,2016年春季",通勤,花色,40-49周岁,修身,单件,开衫,常规,V领,常规,,,
中老年人女装衬衫50岁妈妈夏装中袖60老人上衣服奶奶短袖70岁衬衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1Cn08QXXXXXXeXXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=546726077208&ns=1&abbucket=0#detail,35.00,438人付款,北京,,other/其他,,,2017年春季,通勤,,,修身,单件,开衫,,,,,,
中老年妈妈夏装短袖t恤女夏中年女装夏季上衣宽松显瘦大码雪纺衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1xccCQVXXXXcMXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529121846751&ns=1&abbucket=0,99.00,582人付款,湖北 武汉,QB16376 ,仟帛 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,大花 ,50-59周岁 ,宽松 ,假两件 ,套头 ,常规 ,圆领 ,常规 ,,96%及以上 ,纱网 
母亲节中老年人女装春装女长袖女衬衫妈妈装夏装中年女夏季衬衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1027730190/TB2Hc14o8NkpuFjy0FaXXbRCVXa_!!1027730190.jpg,https://item.taobao.com/item.htm?id=546148056073&ns=1&abbucket=0#detail,38.00,278人付款,北京,17411401020,other/其他,薄,聚酯,"2017年春季,2017年夏季",时尚,花色,50-59周岁,修身,单件,开衫,常规,POLO领,常规,单排扣,96%及以上,纽扣
妈妈装春装中袖T恤衬衫30-40-50岁中老年女装套头圆领蕾丝打底衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1gaYlRXXXXXbwXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546315495489&ns=1&abbucket=0,109.00,527人付款,湖北 武汉,Q17AW119 ,Q．PARMOE/千百萌 ,适中 ,其他 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,,,96%及以上 ,
