宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装夏装短袖衬衫妈妈装40-50岁T恤上衣中年妇女打底衫夏装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1964577496/TB2qvhQlNBmpuFjSZFsXXcXpFXa_!!1964577496.jpg,https://item.taobao.com/item.htm?id=546903613964&ns=1&abbucket=0#detail,35,2751人付款,江苏苏州,666#,,适中,"聚酯,其他",2017年夏季,高贵,花色,40-49周岁,修身,单件,开衫,常规,方领,常规,单排扣,81%(含)-90%(含),纽扣
母亲节衣服中年女夏装中老年妈妈装套装短袖t恤裤子两件套40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1d3b3NXXXXXbsXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=535965822944&ns=1&abbucket=0,98,3291人付款,江苏苏州,QY-2380,千怡,适中,聚酯,2017年春季,时尚,纯色,40-49周岁,宽松,两件套,套头,短款,圆领,常规,,91%(含)-95%(含),口袋
中老年人女装40-50岁胖妈妈装17夏装短袖T恤衫针织衫镂空大码上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1b85PQXXXXXadapXXYXGcGpXX_M2.SS2,https://detail.tmall.com/item.htm?id=547074847239&ns=1&abbucket=0,138,3899人付款,浙江嘉兴,BD17BY91802,bodycolor/芭蒂卡,薄,其他,2017年夏季,知性,纯色,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,镶钻
中老年女装夏装套装中年妈妈装中袖大码雪纺衫短袖t恤上衣七分裤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1vJdAQVXXXXXEaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549498051461&ns=1&abbucket=0,59,2688人付款,江苏苏州,ats329,爱缇苏,薄,其他,2017年夏季,时尚,纯色,,宽松,两件套,套头,常规,圆领,常规,,96%及以上,肩章
中老年女装夏新款假两件T恤妈妈装雪纺连衣裙夏季大码宽松复古T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/118643690/TB2NtNZobJkpuFjy1zcXXa5FFXa_!!118643690.jpg,https://item.taobao.com/item.htm?id=547264977225&ns=1&abbucket=0#detail,89,1933人付款,江苏苏州,BYM1703XS2215,棒约美,适中,聚酯,2017年夏季,时尚,大花,40-49周岁,宽松,假两件,套头,中长款,立领,常规,,,纽扣
母亲节妈妈装夏装短袖套装中老年女装春装宽松T恤奶奶装老人衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1gL4rQVXXXXXnXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547586417772&ns=1&abbucket=0,155,3093人付款,江苏南京,HJYBDF60,荟娟,适中,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
母亲节妈妈装短袖雪纺衫中老年女装夏装T恤大码中年女时尚小衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1d6PfQVXXXXXPXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547885866338&ns=1&abbucket=0,49,2448人付款,江苏苏州,W6811,法黛莎,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
妈妈夏装套装女40-50岁2017新款时髦两件套中老年春装短袖t恤上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1j.keQVXXXXbNaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=550091693020&ns=1&abbucket=0,88,3094人付款,浙江嘉兴,5828RLJDX,若澜锦蒂,薄,其他,2017年夏季,时尚,大花,40-49周岁,宽松,两件套,套头,常规,V领,常规,,96%及以上,纱网
中老年女装短袖t恤夏妈妈装夏装套装40-50岁老年人套装母亲节衣服,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1eanwRXXXXXavXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=528582710130&ns=1&abbucket=0,78,3232人付款,江苏苏州,SX-1079,水夕,薄,聚酯,2016年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,其他,,96%及以上,绑带
30-40岁50大码中老年女装中年妇女套装妈妈夏装雪纺短袖T恤两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2870691918/TB2J8IRsylnpuFjSZFgXXbi7FXa_!!2870691918.jpg,https://item.taobao.com/item.htm?id=549513888353&ns=1&abbucket=0#detail,49,3313人付款,江苏苏州,,other/其他,薄,雪纺,2017年夏季,时尚,花鸟图案,40-49周岁,修身,两件套,套头,常规,圆领,其他,,,绣花
母亲节衣服妈妈装夏装上衣40-50岁中年短袖大码中老年人女装套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB16UTuQpXXXXaPXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547916938622&ns=1&abbucket=0,89,3241人付款,浙江嘉兴,BDSQF811,DUOYEREE/朵莹,薄,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,直筒,单件,套头,常规,圆领,常规,,96%及以上,纽扣
母亲节妈妈上衣夏装雪纺提花T恤短款大码宽松时尚衣服中老年女夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1cn9iPVXXXXbWXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546047585141&ns=1&abbucket=0,98,3912人付款,浙江宁波,SHM-C14,水卉曼,薄,聚酯,2017年春季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
中老年女夏季中长款短袖T恤中年女装40-50岁上衣妈妈装夏装雪纺衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1666568165/TB2l2sJi88kpuFjSspeXXc7IpXa_!!1666568165.jpg,https://item.taobao.com/item.htm?id=547392911976&ns=1&abbucket=0#detail,29.8,1881人付款,江苏苏州,,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,,
中老年女装T恤中袖雪纺衫中年妈妈装夏装短袖女春装大码上衣衬衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2024716923/TB2Sz2dlt0opuFjSZFxXXaDNVXa_!!2024716923.jpg,https://item.taobao.com/item.htm?id=543330382717&ns=1&abbucket=0#detail,29.9,2490人付款,江苏苏州,,,薄,"雪纺,聚酯","2017年春季,2017年夏季",时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,喇叭袖,,96%及以上,绑带
母亲节衣服夏季中老年女装夏装套装圆领短袖上衣妈妈装T恤两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1IaERQFXXXXa2XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547944529923&ns=1&abbucket=0,69,2922人付款,上海,5471,简港,适中,其他,2017年夏季,时尚,大花,,修身,单件,套头,常规,圆领,常规,,96%及以上,
中年妈妈装春装针织真两件套开衫中老年女装大码夏季短袖T恤外套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/856367379/TB2NUOdoNXlpuFjSsphXXbJOXXa_!!856367379.jpg,https://item.taobao.com/item.htm?id=44316462787&ns=1&abbucket=0#detail,69,2606人付款,浙江嘉兴,,澳群卡奴,适中,"羊毛,聚酯","2017年春季,2017年夏季",时尚,花色,40-49周岁,宽松,两件套,开衫,常规,圆领,常规,,51%(含)-70%(含),镶钻
中老年女装春装套装印花上衣裤子中年人妈妈装夏装大码T恤打底衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB144SaQVXXXXXRXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544755055013&ns=1&abbucket=0,69,6531人付款,上海,5276,简港,适中,其他,2017年春季,时尚,花鸟图案,,直筒,单件,套头,常规,圆领,常规,,96%及以上,纽扣
夏季新品妈妈装夏装40-50短袖T恤30岁大码中年女装中长款雪纺上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i8/TB1r00dMpXXXXbsXpXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=528535267238&ns=1&abbucket=0#detail,26.9,2765人付款,浙江杭州,,,薄,"雪纺,其他","2017年春季,2017年夏季",时尚,花色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,绣花
200斤胖妈妈装夏装T恤两件套中老年人加肥加大码宽松短袖女装套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1K3fMQXXXXXaxXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547092844343&ns=1&abbucket=0,138,3566人付款,江苏苏州,UP016,闪闪情缘,薄,棉,2017年春季,知性,花鸟图案,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,31%(含)-50%(含),褶皱
妈妈夏装套装女40-50岁2017新款母亲节衣服中老年夏装短袖t恤上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1gDurRXXXXXadXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549645439620&ns=1&abbucket=0,79,4860人付款,江苏苏州,7-2721,法奈莉,薄,聚酯,2017年夏季,知性,花鸟图案,40-49周岁,宽松,单件,套头,中长款,圆领,荷叶袖,,96%及以上,绣花
中老年女装春装2017新款潮40-50岁妈妈装夏装套装半袖t恤中年上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1AkjlQFXXXXbgXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548924198019&ns=1&abbucket=0,138,3352人付款,浙江嘉兴,BDXYH8866,DUOYEREE/朵莹,适中,聚酯,2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,中长款,V领,常规,,96%及以上,镶钻
中老年女装2017妈妈装夏装套装40-50岁大码T恤短袖两件套时髦套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1c6lvQVXXXXaTXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545928075447&ns=1&abbucket=0,66,3236人付款,江苏苏州,ZZ1102,健冉衣卓,适中,聚酯,2017年春季,时尚,抽象图案,40-49周岁,宽松,两件套,套头,常规,,常规,,96%及以上,镶钻
妈妈装夏装中老年短袖t恤雪纺衫中年妇女套装中长款加大码打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1g8WgQFXXXXa_XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546512229721&ns=1&abbucket=0,29.9,2699人付款,江苏苏州,LHC-170,兰花瓷,薄,其他,2017年夏季,时尚,其他,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,
妈妈春装打底衫长袖中年女装雪纺衫中老年妇女夏装T恤针织衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/927220329/TB23s3QeCVmpuFjSZFFXXcZApXa_!!927220329.jpg,https://item.taobao.com/item.htm?id=529456923525&ns=1&abbucket=0#detail,19.8,2644人付款,江苏苏州,JHYL0019,,薄,"聚酯,其他",2017年春季,休闲,纯色,40-49周岁,修身,单件,套头,常规,圆领,常规,,,绣花
新款中老年女装妈妈装真两件套春装短袖t恤套装中年长袖针织衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2929390597/TB2kviUmYBmpuFjSZFuXXaG_XXa_!!2929390597.jpg,https://item.taobao.com/item.htm?id=548102936864&ns=1&abbucket=0#detail,69,2842人付款,浙江嘉兴,6695,冰雪澳群,适中,其他,2017年春季,通勤,花色,40-49周岁,宽松,两件套,开衫,常规,圆领,常规,,96%及以上,镶钻
2017中老年女装夏装新款短袖上衣中年人妈妈装短款T恤40-50岁大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1964577496/TB2xYNphrFkpuFjy1XcXXclapXa_!!1964577496.jpg,https://item.taobao.com/item.htm?id=546602331738&ns=1&abbucket=0#detail,29.9,2490人付款,江苏苏州,SY-6,,适中,聚酯,2017年夏季,时尚,,40-49周岁,修身,单件,套头,常规,圆领,常规,,81%(含)-90%(含),
天天特价中老年女装妈妈夏装时尚百搭短袖T恤大码上衣针织打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1816551008/TB2ptlsk4lmpuFjSZPfXXc9iXXa_!!1816551008.jpg,https://item.taobao.com/item.htm?id=546679224239&ns=1&abbucket=0#detail,15.8,1700人付款,江苏苏州,18,,薄,"棉纶,棉",2017年夏季,时尚,大花,40-49周岁,宽松,单件,套头,短款,圆领,蝙蝠袖,,,褶皱
中老年妇女春夏装长袖t恤40岁50雪纺纱袖打底针织衫妈妈小衫上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1rdRyRXXXXXaSXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545165799704&ns=1&abbucket=0,88,3017人付款,浙江嘉兴,17PMLQ8861,帕米拉,适中,其他,2017年春季,时尚,碎花,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绣花
中老年女装夏装上衣t恤宽松蝙蝠袖大码妈妈中年妇女加肥加大40-50,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/78547394/TB2FDKvlVXXXXarXpXXXXXXXXXX_!!78547394.jpg,https://item.taobao.com/item.htm?id=44474640593&ns=1&abbucket=0#detail,13.9,1463人付款,北京,,,适中,涤纶,2017年夏季,休闲,花色,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,91%(含)-95%(含),
中年女士夏装上衣40-50岁时尚妈妈装夏装中袖T恤母亲节衣服妈妈装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB12jM8QpXXXXXRXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548311222453&ns=1&abbucket=0,108,2859人付款,浙江嘉兴,MCR788170,蒙彩绒,薄,其他,2017年夏季,时尚,条纹,40-49周岁,宽松,单件,套头,常规,半开领,灯笼袖,单排两粒扣,96%及以上,纽扣
妈妈装夏装短袖上衣中老年女装中袖50-60老人奶奶装70岁套装T恤女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1NcsMQVXXXXalaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547083289516&ns=1&abbucket=0,59,1732人付款,江苏苏州,YSQC-1035,衣尚倾城,薄,其他,2017年夏季,时尚,花色,50-59周岁,直筒,单件,套头,常规,圆领,常规,,96%及以上,
迪葵纳中老年女装夏装新款中年上衣50岁妈妈装夏装薄T恤WD3120轩,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB14qxIMpXXXXXTXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=39607980861&ns=1&abbucket=0,119,3510人付款,山东济南,WD3120,Dequanna/迪葵纳,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,
香颜妈妈夏装套装七分袖中老年女装T恤休闲新款裤子两件套夏季,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1q0cWQpXXXXbxXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548199220178&ns=1&abbucket=0,158,3169人付款,浙江嘉兴,XYWHGZDF27,香颜,适中,其他,2017年夏季,时尚,圆点,40-49周岁,修身,两件套,套头,常规,圆领,常规,,96%及以上,
中老年女装奶奶装夏装套装短袖T恤两件套妈妈装老年人衣服60-70岁,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1067441461/TB2HZu3rSFmpuFjSZFrXXayOXXa_!!1067441461.jpg,https://item.taobao.com/item.htm?id=529741197571&ns=1&abbucket=0#detail,29.9,1826人付款,广东深圳,FZ16411,奉孝,薄,"聚酯,其他",2017年夏季,时尚,花色,50-59周岁,直筒,两件套,套头,常规,圆领,常规,,,绣花
中老年女装胖妈妈装夏装上衣短袖t恤宽松加肥加大码中年妇女200斤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2752481694/TB25AEAo9FjpuFjSszhXXaBuVXa_!!2752481694.jpg,https://item.taobao.com/item.htm?id=547267371198&ns=1&abbucket=0#detail,29.9,2191人付款,江苏苏州,,,薄,"棉,其他",2017年夏季,时尚,大花,40-49周岁,宽松,单件,套头,常规,圆领,常规,,81%(含)-90%(含),镶钻
妈妈装夏装套装连衣裙雪纺上衣中老年女装t恤40-50岁两件套中长款,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2104438058/TB2DuDFmbBmpuFjSZFAXXaQ0pXa_!!2104438058.jpg,https://item.taobao.com/item.htm?id=547885060595&ns=1&abbucket=0#detail,78,2975人付款,浙江嘉兴,2003/2/3,若澜锦蒂,薄,"雪纺,聚酯",2017年夏季,时尚,花鸟图案,40-49周岁,宽松,两件套,套头,中长款,圆领,常规,,81%(含)-90%(含),
中老年女装夏装短袖民族风图案T恤妈妈装中年雪纺衫女中袖女上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1dJZNHVXXXXagXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=520006486057&ns=1&abbucket=0,168,3440人付款,浙江嘉兴,T-168,藏绒多斯,薄,其他,2015年夏季,民族风,复古图案,40-49周岁,宽松,单件,套头,常规,圆领,喇叭袖,,96%及以上,纱网
香颜妈妈装夏装套装中年妇女两件套雪纺衫中老年女装短袖上衣T恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1Kv0UQVXXXXcVXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548694656747&ns=1&abbucket=0,158,3118人付款,浙江嘉兴,XYBTC1746,香颜,适中,其他,2017年夏季,时尚,其他,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
中老年女装运动服套装短袖t恤两件套中年妈妈装夏装纯棉宽松大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2637583806/TB21GTqmrBmpuFjSZFuXXaG_XXa_!!2637583806.jpg,https://item.taobao.com/item.htm?id=548067947273&ns=1&abbucket=0#detail,79,2620人付款,福建泉州,238,梦豪情,薄,"纯棉,棉",2017年夏季,运动,纯色,40-49周岁,宽松,两件套,套头,中长款,圆领,常规,,91%(含)-95%(含),口袋
夏装新款中老年女装短袖雪纺衫春季妈妈装大码中年中长款T恤上衣,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1ybHpKXXXXXcHXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530626043978&ns=1&abbucket=0,29.9,1977人付款,江苏苏州,DFD6489,东方豆,薄,其他,2016年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,
中年女妈妈装夏装套装40-50岁短袖t恤中老年夏装两件套母亲节衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1e3DLQXXXXXXCapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547209201655&ns=1&abbucket=0,108,2350人付款,江苏苏州,QY-840,千怡,适中,聚酯,2017年春季,时尚,条纹,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),口袋
妈妈装夏装套装新款40-50岁中年女装雪纺衫中老年T恤+裤子两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1_CViRXXXXXX.XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549293931175&ns=1&abbucket=0,138,3220人付款,浙江嘉兴,JH17B1974-20,简狐,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,圆领,喇叭袖,,96%及以上,褶皱
夏季妈妈装短袖T恤中老年人婆婆唐装60-70岁奶奶衬衫裤子两件套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB15s6VQVXXXXckaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549483399157&ns=1&abbucket=0,69,2022人付款,江苏苏州,MQM1751,米旗蔓,适中,聚酯,2017年夏季,知性,花色,60周岁以上,宽松,两件套,开衫,常规,其他,常规,,96%及以上,纽扣
妈妈夏装上衣40-50岁2017夏季短袖衣服中老年人女装中年女士T恤新,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1vLeVQXXXXXcLapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547108879473&ns=1&abbucket=0,148,2685人付款,浙江嘉兴,DQJMT8710,棉同,薄,其他,2017年春季,通勤,花色,40-49周岁,宽松,单件,套头,常规,V领,常规,,96%及以上,镶钻
中老年女装清凉两件套妈妈装夏装大码短袖T恤上衣雪纺衫裙裤套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1869222106/TB2MpWDoxXlpuFjSsphXXbJOXXa_!!1869222106.jpg,https://item.taobao.com/item.htm?id=549914163585&ns=1&abbucket=0#detail,69,1798人付款,江苏苏州,,,适中,雪纺,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,短款,POLO领,花瓣袖,一粒扣,,纽扣
妈妈夏装雪纺连衣裙短袖40-50岁中年女装t恤中老年裙子夏季衣服薄,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1nwbfQFXXXXalXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548812757327&ns=1&abbucket=0,98,2638人付款,浙江嘉兴,C-Y-FFSQ9653-0,言情之音,薄,聚酯,2017年夏季,时尚,圆点,40-49周岁,宽松,单件,套头,中长款,圆领,常规,,96%及以上,纱网
母亲节衣服夏季妈妈春装中年女夏装40岁妈妈装夏装雪纺衫中袖t恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1c8PYQVXXXXchXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529229413707&ns=1&abbucket=0,98,3308人付款,湖北武汉,QFO-0033,亨达瑞尔,适中,聚酯,2016年秋季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,圆领,荷叶袖,,96%及以上,荷叶边
母亲节衣服中老年女装套装中年女短袖T恤40-50岁妈妈装夏装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1IBNiRXXXXXa9aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549763629975&ns=1&abbucket=0,79,1806人付款,江苏苏州,YSB17C7102,衣是宝,薄,其他,2017年夏季,时尚,条纹,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,荷叶边
