ID,Gender,Height_cm,Weight_kg,Shoe size_cm
3258,Female,167,65,24.5
3259,Male,167,73,27.5
3260,Male,173,77,28
3261,Male,182,95,29
3262,Female,160,53,23.5
3263,Male,171,85,28
3264,Female,161,53,24
3265,Male,168,77,27.5
3266,Female,154,53,22.5
3267,Male,169,70,27.5
3268,Female,156,59,23
3269,Male,179,87,28.5
3270,Male,162,73,27
3271,Female,148,46,22
3272,Male,185,100,29.5
3273,Female,163,68,24
3274,Male,172,77,28
3275,Male,175,85,28.5
3276,Male,186,93,28.5
3277,Female,166,63,24.5
3278,Male,176,94,29
3279,Female,168,72,25
3280,Male,167,73,27.5
3281,Male,175,80,28.5
3282,Female,169,73,25
3283,Male,170,82,28
3284,Male,171,81,28
3285,Female,150,46,22
3286,Male,179,89,28.5
3287,Male,161,72,27
3288,Male,173,81,28
3289,Female,169,73,25
3290,Female,155,56,22.5
3291,Male,184,101,29
3292,Female,174,81,25.5
3293,Male,184,100,29
3294,Female,167,75,24.5
3295,Female,158,66,23
3296,Female,154,53,22
3297,Male,175,72,28.5
3298,Female,162,56,24
3299,Male,176,93,29
3300,Male,174,87,28
3301,Male,190,99,30
3302,Female,162,69,23
3303,Female,147,42,21
3304,Male,179,82,28.5
3305,Male,164,71,27
3306,Male,173,83,28
3307,Male,164,67,27
3308,Female,153,56,22.5
3309,Male,176,78,28.5
3310,Female,157,53,23
3311,Male,178,91,28.5
3312,Male,172,83,28
3313,Male,181,93,29
3314,Male,176,81,28.5
3315,Male,179,92,28.5
3316,Male,176,86,28.5
3317,Female,164,67,24.5
3318,Male,170,79,28
3319,Female,171,68,25
3320,Male,179,92,28.5
3321,Male,175,81,28.5
3322,Male,188,95,29.5
3323,Female,169,73,25
3324,Female,171,65,25
3325,Male,170,76,28
3326,Female,152,57,22.5
3327,Female,162,69,24.5
3328,Male,180,83,29
3329,Male,182,91,29
3330,Male,170,81,27.5
3331,Male,175,88,28.5
3332,Male,174,81,28
3333,Male,177,89,28.5
3334,Male,182,88,29
3335,Male,178,82,29
3336,Male,176,80,28.5
3337,Female,153,48,22.5
3338,Female,156,58,23
3339,Male,170,86,28
3340,Male,185,96,29.5
3341,Female,161,55,24
3342,Male,172,80,28.5
3343,Male,173,76,28
3344,Male,173,84,28
3345,Male,172,85,28.5
3346,Female,157,51,23
3347,Female,169,74,25
3348,Female,155,53,22.5
3349,Male,178,91,28
3350,Male,172,75,28
3351,Female,162,61,24
3352,Female,164,64,24.5
3353,Male,172,82,28
3354,Male,188,92,29.5
3355,Male,179,83,28.5
3356,Male,181,97,29
3357,Male,179,84,28.5
3358,Female,165,68,24.5
3359,Female,154,45,22.5
3360,Female,168,71,25
3361,Female,154,53,22.5
3362,Male,179,96,28.5
3363,Male,169,74,27.5
3364,Female,161,61,24
3365,Female,168,71,24.5
3366,Female,172,74,25.5
3367,Male,163,74,27
3368,Female,166,61,24.5
3369,Male,173,83,28
3370,Male,175,86,28.5
3371,Male,187,101,30.5
3372,Male,167,75,27.5
3373,Female,161,64,24
3374,Female,159,60,23
3375,Male,173,76,28
3376,Female,162,58,24
3377,Male,180,91,29
3378,Male,177,88,28.5
3379,Male,163,73,26
3380,Female,175,74,26
3381,Male,180,93,30
3382,Male,176,88,28.5
3383,Female,162,59,24
3384,Male,175,78,28.5
3385,Male,181,96,29
3386,Female,157,57,23
3387,Female,167,60,24.5
3388,Male,181,92,29
3389,Male,170,90,28.5
3390,Male,178,84,28.5
3391,Female,159,63,23
3392,Female,163,64,24
3393,Male,156,70,26
3394,Female,170,69,24.5
3395,Male,179,88,28.5
3396,Male,171,75,27.5
3397,Male,170,75,28
3398,Female,159,59,23
3399,Male,185,91,29
3400,Male,173,84,28
3401,Female,173,69,25.5
3402,Male,162,75,27
3403,Female,152,50,22.5
3404,Female,159,62,23
3405,Female,173,80,25.5
3406,Female,170,67,24.5
3407,Male,178,83,28.5
3408,Female,160,59,24
3409,Male,170,84,28
3410,Male,170,77,28
3411,Female,163,65,24
3412,Female,172,74,25.5
3413,Female,169,70,25
3414,Female,159,66,23
3415,Female,174,79,25.5
3416,Male,173,91,28.5
3417,Male,171,84,28
3418,Male,182,89,29.5
3419,Female,156,48,23
3420,Male,173,85,28
3421,Female,167,70,24.5
3422,Female,153,48,22.5
3423,Female,156,56,23
3424,Female,155,47,22.5
3425,Male,181,92,29
3426,Female,160,58,24
3427,Female,162,69,24
3428,Female,165,63,24.5
3429,Male,174,82,28
3430,Female,161,59,24
3431,Female,158,53,23
3432,Male,171,67,28
3433,Female,154,61,22.5
3434,Female,157,60,23
3435,Female,156,53,22.5
3436,Female,152,46,23
3437,Male,183,92,29.5
3438,Male,174,86,28
3439,Male,170,78,28
3440,Male,163,71,27
3441,Male,178,83,28.5
3442,Female,173,70,25.5
3443,Male,181,95,29
3444,Male,184,95,29
3445,Female,169,78,25
3446,Female,161,58,24
3447,Male,173,75,27.5
3448,Female,157,54,23
3449,Female,157,62,23
3450,Male,172,80,28
3451,Female,162,56,24
3452,Male,172,81,27.5
3453,Male,171,79,28
3454,Female,160,55,25
3455,Male,179,96,28.5
3456,Female,164,56,24.5
3457,Male,178,90,28.5
3458,Male,165,69,27.5
3459,Male,182,97,29
3460,Male,185,91,29.5
3461,Male,176,87,28.5
3462,Female,161,60,24
3463,Male,180,87,29
3464,Female,167,67,24.5
3465,Male,165,78,27.5
3466,Female,160,59,24
3467,Female,159,61,23
3468,Female,169,70,25
3469,Male,172,84,28
3470,Male,181,94,29.5
3471,Male,172,80,28
3472,Male,170,79,28
3473,Male,188,94,29.5
3474,Male,173,76,28
3475,Female,151,52,21.5
3476,Female,168,72,25
3477,Female,160,52,24
3478,Male,174,82,28
3479,Female,157,59,22.5
3480,Male,161,70,26.5
3481,Male,170,85,28
3482,Male,169,84,27.5
3483,Male,162,66,27
3484,Female,167,64,23.5
3485,Female,161,55,24
3486,Female,161,61,24
3487,Male,177,84,27.5
3488,Male,185,87,29.5
3489,Male,181,90,29
3490,Female,170,75,25
3491,Male,176,87,28.5
3492,Female,169,72,25
3493,Male,167,76,27.5
3494,Female,156,54,22
3495,Female,162,62,24
3496,Female,163,62,24
3497,Female,162,64,24
3498,Female,172,72,25.5
3499,Female,156,61,23
3500,Male,170,81,28
3501,Female,162,65,24
3502,Female,163,62,23.5
3503,Female,162,71,23.5
3504,Male,178,87,28.5
3505,Male,169,85,27.5
3506,Female,160,62,24
3507,Female,162,65,23.5
3508,Female,159,60,23
3509,Female,168,65,25
3510,Female,157,60,23
3511,Female,172,66,25.5
3512,Male,175,88,28.5
3513,Male,164,73,26.5
3514,Female,173,66,25.5
3515,Male,178,88,29
3516,Female,162,65,24
3517,Male,177,86,29
3518,Male,176,85,28.5
3519,Female,164,56,25
3520,Female,167,64,24.5
3521,Female,157,64,23
3522,Female,156,52,23
3523,Female,154,58,22.5
3524,Male,175,85,28.5
3525,Female,157,52,23
3526,Male,177,88,28.5
3527,Male,165,73,27.5
3528,Male,183,92,29
3529,Female,159,46,23
3530,Male,167,71,27.5
3531,Female,168,65,25
3532,Female,159,66,23
3533,Female,159,64,23
3534,Female,157,56,22
3535,Male,180,86,29
3536,Female,163,66,24
3537,Female,158,56,23
3538,Male,180,82,29.5
3539,Male,178,84,28
3540,Male,169,77,27.5
3541,Male,181,89,29
3542,Male,182,91,29
3543,Male,178,81,28.5
3544,Female,165,71,24.5
3545,Male,174,78,28
3546,Male,164,74,28
3547,Male,160,59,28
3548,Male,159,69,25.5
3549,Male,185,93,29.5
3550,Female,152,57,22.5
3551,Female,164,66,24.5
3552,Female,162,63,24
3553,Male,184,98,29
3554,Male,180,93,29
3555,Female,160,58,23
3556,Female,154,57,22.5
3557,Female,166,61,24.5
3558,Female,176,76,26
3559,Male,170,79,28
3560,Male,171,81,28
3561,Female,166,53,24.5
3562,Female,162,62,24
3563,Male,170,82,28
3564,Female,160,63,24.5
3565,Male,188,95,29.5
3566,Male,161,72,27
3567,Male,177,86,28.5
3568,Female,159,58,23
3569,Male,180,82,29
3570,Female,151,57,22
3571,Female,145,48,21
3572,Female,152,42,22.5
3573,Male,178,85,28.5
3574,Male,170,66,28
3575,Female,165,58,24.5
3576,Female,152,48,22.5
3577,Female,154,50,22.5
3578,Male,166,81,27.5
3579,Male,177,90,28.5
3580,Female,161,50,24
3581,Female,158,58,23
3582,Female,159,60,23
3583,Female,159,61,23
3584,Female,154,48,23.5
3585,Female,155,63,22.5
3586,Male,181,92,29
3587,Female,156,51,22
3588,Female,169,68,25
3589,Female,168,64,25
3590,Male,188,101,29.5
3591,Male,178,89,28.5
3592,Female,168,74,25
3593,Female,158,61,23
3594,Female,169,68,25
3595,Male,180,83,29
3596,Male,181,95,28
3597,Female,164,62,24.5
3598,Male,176,87,28.5
3599,Female,157,48,23
3600,Female,158,59,23
3601,Male,171,76,28
3602,Male,180,88,29
3603,Male,168,72,27.5
3604,Male,173,81,28
3605,Female,166,60,24.5
3606,Female,152,48,22.5
3607,Female,154,58,22.5
3608,Female,166,65,24.5
3609,Female,175,76,25.5
3610,Male,171,77,28
3611,Male,169,71,27.5
3612,Male,171,84,28
3613,Female,155,52,22.5
3614,Male,182,95,29
3615,Male,185,94,29.5
3616,Male,175,86,28.5
3617,Male,180,92,28
3618,Male,186,100,29.5
3619,Male,172,79,28
3620,Male,179,89,28.5
3621,Male,168,70,27.5
3622,Male,172,78,28
3623,Female,156,57,23
3624,Male,162,70,27
3625,Female,159,62,23
3626,Male,170,84,28
3627,Male,179,95,28.5
3628,Female,172,73,25.5
3629,Female,154,60,22.5
3630,Female,158,57,23
3631,Female,156,48,23
3632,Male,187,95,29.5
3633,Male,175,83,28.5
3634,Female,155,60,22.5
3635,Male,181,95,29
3636,Male,175,89,28.5
3637,Female,163,60,24
3638,Female,148,51,22
3639,Female,161,61,24
3640,Male,157,67,27
3641,Male,180,92,29
3642,Male,167,78,27.5
3643,Male,183,91,29.5
3644,Female,157,69,23.5
3645,Male,170,79,28
3646,Male,177,88,28.5
3647,Male,162,68,27
3648,Female,159,55,22
3649,Male,174,82,28
3650,Male,182,92,29
3651,Male,166,79,27.5
3652,Female,154,53,22.5
3653,Female,160,54,24
3654,Female,158,61,23
3655,Female,151,58,22
3656,Female,164,62,24.5
3657,Female,164,63,24.5
3658,Male,181,93,29
3659,Female,165,65,24.5
3660,Female,162,64,24
3661,Male,171,79,27.5
3662,Male,169,74,27.5
3663,Female,159,55,23
3664,Male,168,79,27.5
3665,Female,169,76,25
3666,Female,162,62,24
3667,Female,162,62,24
3668,Male,172,84,28
3669,Male,174,82,29
3670,Female,171,79,25
3671,Female,171,74,25
3672,Female,164,66,24.5
3673,Female,159,56,23
3674,Male,181,98,29
3675,Male,167,75,27.5
3676,Female,147,43,21
3677,Male,178,83,28.5
3678,Female,155,49,22.5
3679,Male,169,73,27
3680,Male,180,101,29.5
3681,Female,163,66,24
3682,Female,163,58,24
3683,Female,165,59,24.5
3684,Male,172,82,28
3685,Male,158,73,26.5
3686,Female,164,60,24
3687,Female,160,55,24
3688,Female,160,62,24
3689,Female,168,67,25
3690,Female,168,65,24.5
3691,Male,181,81,29
3692,Female,158,59,23
3693,Female,159,65,23
3694,Male,182,92,30
3695,Male,172,76,28
3696,Female,164,76,24.5
3697,Male,171,86,28
3698,Male,179,89,28.5
3699,Female,157,65,23
3700,Male,180,89,29
3701,Male,169,73,28.5
3702,Female,154,55,22.5
3703,Male,181,94,29
3704,Male,164,82,27.5
3705,Female,151,45,22
3706,Female,163,60,23
3707,Female,168,67,25
3708,Female,168,65,25
3709,Female,165,67,24.5
3710,Male,162,75,27
3711,Female,153,47,22.5
3712,Female,153,61,22.5
3713,Female,158,57,23
3714,Female,157,53,23
3715,Male,186,85,29.5
3716,Male,175,87,28.5
3717,Female,161,61,24
3718,Female,154,49,22.5
3719,Male,182,97,28.5
3720,Male,182,90,29
3721,Male,166,79,27.5
3722,Male,180,89,29
3723,Male,166,77,27.5
3724,Female,162,58,24
3725,Female,154,54,22.5
3726,Male,163,76,27
3727,Female,155,57,22.5
3728,Male,179,85,28.5
3729,Female,169,71,26
3730,Female,165,65,24.5
3731,Female,170,68,25
3732,Male,174,81,28
3733,Male,177,86,29
3734,Male,185,96,29.5
3735,Male,187,103,29.5
3736,Male,171,78,28
3737,Male,179,97,29
3738,Male,174,83,28
3739,Female,159,63,23
3740,Female,170,72,25
3741,Female,161,59,24
3742,Male,165,77,27.5
3743,Female,161,54,24
3744,Female,151,48,22
3745,Male,176,85,28.5
3746,Female,144,48,21
3747,Female,169,68,25
3748,Male,177,90,28.5
3749,Female,162,57,24
3750,Female,155,56,22.5
3751,Female,158,58,23
3752,Female,149,48,22
3753,Male,168,67,27.5
3754,Female,168,68,25
3755,Female,158,62,23
3756,Male,170,84,28
3757,Male,179,86,28.5
3758,Male,188,105,30
3759,Male,158,67,26
3760,Male,168,81,27.5
3761,Female,171,71,25.5
3762,Female,159,56,23
3763,Female,164,61,25
3764,Male,171,76,28
3765,Male,179,78,28.5
3766,Male,169,83,27.5
3767,Female,143,41,20
3768,Female,158,69,22.5
3769,Female,149,48,22
3770,Female,158,56,23
3771,Female,168,71,25
3772,Female,159,62,23
3773,Female,165,59,24.5
3774,Male,184,100,28.5
3775,Female,160,59,24
3776,Female,159,52,23
3777,Male,189,101,29.5
3778,Male,174,81,28
3779,Male,183,91,29
3780,Male,186,102,29.5
3781,Female,165,72,24.5
3782,Female,163,60,24
3783,Female,168,66,25
3784,Female,170,75,25
3785,Male,172,85,28
3786,Female,179,73,26.5
3787,Male,184,84,30
3788,Male,180,86,29
3789,Female,152,53,22.5
3790,Female,164,65,24.5
3791,Male,170,82,28
3792,Male,177,85,28.5
3793,Male,171,81,28
3794,Male,175,87,28.5
3795,Female,160,60,24
3796,Female,151,46,22
3797,Female,170,69,25
3798,Female,159,55,23
3799,Female,155,51,22.5
3800,Female,160,61,24
3801,Female,170,62,25
3802,Male,183,97,29
3803,Female,170,73,25
3804,Female,154,53,22.5
3805,Female,153,54,22.5
3806,Male,166,72,27.5
3807,Female,148,51,21
3808,Female,165,68,24.5
3809,Female,163,63,24
3810,Female,162,56,23.5
3811,Male,181,95,29
3812,Female,167,74,24.5
3813,Male,173,84,28
3814,Male,179,93,28.5
3815,Female,164,67,24.5
3816,Male,171,76,28
3817,Male,172,75,28
3818,Female,166,65,24.5
3819,Female,149,44,22
3820,Male,188,96,30
3821,Male,148,54,
3822,Female,160,59,24
3823,Female,154,52,22.5
3824,Male,171,85,28
3825,Male,179,90,28.5
3826,Male,174,80,28
3827,Male,177,87,28.5
3828,Female,159,60,23
3829,Male,168,89,28
3830,Male,175,85,28.5
3831,Male,173,80,28
3832,Male,177,82,28.5
3833,Female,168,65,25
3834,Male,180,90,29
3835,Male,167,77,27.5
3836,Male,187,97,29.5
3837,Female,160,61,24
3838,Female,157,61,23
3839,Female,159,54,23
3840,Female,168,64,25
3841,Female,163,50,24
3842,Male,167,74,27.5
3843,Female,149,47,22
3844,Female,156,50,23
3845,Female,149,41,21.5
3846,Female,164,68,24.5
3847,Female,162,64,24
3848,Female,173,69,26.5
3849,Female,156,53,23.5
3850,Female,165,74,24.5
3851,Male,172,86,28
3852,Male,178,85,28.5
3853,Female,159,64,23
3854,Male,164,73,27
3855,Male,171,79,28
3856,Female,152,58,23
3857,Male,194,103,30
3858,Female,153,52,22.5
3859,Female,172,78,25.5
3860,Male,173,79,28
3861,Male,179,89,28.5
3862,Female,163,69,24
3863,Male,171,82,28
3864,Male,188,104,29.5
3865,Female,163,62,24
3866,Male,171,77,28
3867,Female,156,56,23
3868,Female,163,65,24
3869,Male,178,88,28.5
3870,Female,158,51,23
3871,Male,174,88,28
3872,Female,158,55,23
3873,Male,188,92,29.5
3874,Female,158,58,23
3875,Female,161,65,24
3876,Female,156,59,23
3877,Female,151,53,22
3878,Male,175,84,28.5
3879,Female,168,66,25
3880,Female,164,60,24.5
3881,Male,183,96,29
3882,Female,159,54,23
3883,Female,167,68,24.5
3884,Female,162,59,24
3885,Female,165,62,24.5
3886,Female,169,60,25
3887,Female,155,46,22.5
3888,Male,186,90,29.5
3889,Female,163,61,25
3890,Female,161,55,24
3891,Female,160,62,24
3892,Female,164,69,24.5
3893,Male,187,94,29.5
3894,Female,153,48,22.5
3895,Male,183,98,28.5
3896,Male,183,90,29
3897,Male,171,76,28
3898,Male,171,81,28
3899,Male,176,85,28.5
3900,Female,155,52,22
3901,Female,173,78,25.5
3902,Female,165,68,24.5
3903,Female,169,78,25
3904,Female,165,62,24.5
3905,Female,164,67,24
3906,Male,179,89,28.5
3907,Male,175,85,28.5
3908,Male,184,90,29
3909,Female,152,57,22.5
3910,Male,179,91,28.5
3911,Female,170,78,25
3912,Female,170,72,25
3913,Male,171,84,28
3914,Male,184,95,28.5
3915,Male,177,91,27.5
3916,Female,170,75,24.5
3917,Female,152,51,22.5
3918,Male,176,86,28.5
3919,Female,163,62,24
3920,Male,173,80,28
3921,Female,158,58,23
3922,Female,155,61,22.5
3923,Male,170,79,28
3924,Male,184,83,29
3925,Male,179,89,28.5
3926,Female,173,75,25.5
3927,Female,154,59,22.5
3928,Male,180,90,29
3929,Male,176,86,28.5
3930,Female,152,45,22.5
3931,Male,177,86,29
3932,Male,173,76,28
3933,Male,181,87,29
3934,Male,176,87,28.5
3935,Male,182,91,29
3936,Female,169,62,25
3937,Female,179,83,26.5
3938,Male,195,108,31
3939,Female,171,68,25
3940,Female,175,75,25.5
3941,Male,178,86,28.5
3942,Male,161,70,27.5
3943,Female,159,48,23
3944,Male,172,80,28
3945,Female,176,69,26.5
3946,Female,167,61,24.5
3947,Female,161,68,24
3948,Male,185,94,29.5
3949,Female,167,65,24.5
3950,Male,186,93,29.5
3951,Male,173,78,28
3952,Male,166,76,27.5
3953,Male,173,84,28
3954,Female,168,62,25
3955,Female,176,76,26.5
3956,Male,173,92,28.5
3957,Female,151,54,22
3958,Female,159,59,22
3959,Female,158,57,23
3960,Male,174,87,28
3961,Male,161,70,27
3962,Male,173,86,28
3963,Male,183,94,29
3964,Male,183,103,29.5
3965,Female,153,56,22.5
3966,Male,169,80,27.5
3967,Female,161,61,24
3968,Female,155,50,23.5
3969,Male,170,82,27
3970,Female,151,51,22
3971,Male,180,86,29
3972,Female,167,70,24.5
3973,Female,148,48,22
3974,Male,167,77,27.5
3975,Female,177,76,26.5
3976,Male,173,87,28
3977,Female,158,58,23
3978,Female,156,62,23
3979,Female,147,45,21
3980,Male,181,97,28.5
3981,Female,166,54,24.5
3982,Male,181,88,29
3983,Female,152,50,22.5
3984,Male,168,79,27.5
3985,Male,172,69,28
3986,Female,167,58,23.5
3987,Female,161,51,24
3988,Female,158,53,23
3989,Female,161,65,24
3990,Female,150,48,22
3991,Female,160,60,24
3992,Female,158,66,23
3993,Female,150,50,21.5
3994,Female,158,62,23
3995,Male,179,82,28.5
3996,Female,166,59,24.5
3997,Male,165,84,28
3998,Male,166,78,28.5
3999,Female,166,74,24.5
4000,Male,170,75,28
4001,Male,173,88,28
4002,Male,164,75,26
4003,Male,161,73,27
4004,Female,153,50,22.5
4005,Female,170,74,25
4006,Female,166,62,25
4007,Male,181,86,29
4008,Male,186,100,29.5
4009,Male,181,85,29
4010,Male,163,67,27
4011,Female,172,79,25.5
4012,Female,154,49,22.5
4013,Female,164,67,24.5
4014,Male,187,91,29.5
4015,Male,171,75,28
4016,Female,158,59,23
4017,Female,160,54,24
4018,Female,169,66,25
4019,Male,178,93,28.5
4020,Male,178,86,28.5
4021,Male,181,86,29
4022,Female,167,68,24.5
4023,Female,181,79,
4024,Female,164,68,24
4025,Female,153,46,22.5
4026,Female,159,65,23.5
4027,Female,179,88,26.5
4028,Female,157,57,23
4029,Female,159,59,23
4030,Male,172,75,27.5
4031,Female,161,61,24
4032,Male,177,79,28.5
4033,Male,169,74,27.5
4034,Female,172,72,25.5
4035,Male,169,74,27.5
4036,Male,169,74,28.5
4037,Male,182,90,29
4038,Male,175,81,28.5
4039,Female,165,62,24.5
4040,Female,153,50,22.5
4041,Female,157,62,23
4042,Male,170,74,28
4043,Female,170,70,25
4044,Female,169,69,25
4045,Female,158,56,22
4046,Male,191,100,30
4047,Female,168,74,26
4048,Female,152,50,22.5
4049,Male,168,81,27
4050,Female,157,60,23
4051,Female,151,50,22
4052,Female,154,59,22.5
4053,Male,186,98,29.5
4054,Female,154,48,22
4055,Male,174,88,28
4056,Male,169,71,28.5
4057,Female,168,60,25
4058,Male,167,73,27.5
4059,Female,159,56,23
4060,Male,169,75,27.5
4061,Female,159,62,23
4062,Male,177,83,28.5
4063,Female,163,67,24
4064,Male,174,82,28
4065,Male,163,77,27
4066,Female,153,57,22.5
4067,Female,141,48,20.5
4068,Female,153,61,22.5
4069,Male,170,82,28
4070,Male,172,77,28
4071,Male,175,78,28.5
4072,Male,176,80,28.5
4073,Female,166,67,25
4074,Female,170,72,25
4075,Male,178,89,28.5
4076,Female,160,58,24
4077,Male,172,73,28
4078,Female,171,76,25
4079,Male,194,110,30
4080,Female,149,50,22
4081,Female,155,52,23.5
4082,Female,163,62,24
4083,Male,173,90,27.5
4084,Female,159,51,22
4085,Female,158,54,23
4086,Male,175,84,28.5
4087,Female,158,57,23
4088,Female,155,55,22.5
4089,Male,174,84,28
4090,Female,158,63,23
4091,Female,150,48,22
4092,Female,154,54,22.5
4093,Male,176,90,28.5
4094,Male,184,91,29
4095,Male,189,104,29.5
4096,Female,164,65,24.5
4097,Female,157,49,23
4098,Female,161,65,24
4099,Female,144,45,21
4100,Female,164,69,24.5
4101,Female,155,58,22.5
4102,Male,179,83,28.5
4103,Male,180,92,29
4104,Male,173,83,28
4105,Female,160,58,24
4106,Female,165,71,25
4107,Male,168,79,27.5
4108,Male,179,87,28.5
4109,Female,158,62,23
4110,Female,158,55,23
4111,Male,180,87,29
4112,Female,167,69,24.5
4113,Female,162,60,24
4114,Female,168,65,25
4115,Female,171,69,25
4116,Male,178,86,28.5
4117,Male,171,89,28.5
4118,Female,148,46,22
4119,Male,186,93,29.5
4120,Female,171,70,25
4121,Female,158,63,23
4122,Male,180,95,29
4123,Male,175,77,28.5
4124,Male,176,81,28
4125,Female,173,72,25.5
4126,Male,162,73,27
4127,Female,152,47,22.5
4128,Female,167,73,24.5
4129,Male,181,94,29
4130,Female,160,60,24
4131,Male,173,85,27.5
4132,Female,168,67,25
4133,Male,178,87,28.5
4134,Male,175,85,28.5
4135,Female,162,63,24
4136,Female,158,64,23
4137,Male,164,65,26.5
4138,Male,180,90,29
4139,Male,183,85,29
4140,Male,161,73,27
4141,Female,153,49,22.5
4142,Male,179,90,28.5
4143,Female,164,65,24.5
4144,Male,174,83,28
4145,Female,168,56,25
4146,Male,176,87,28.5
4147,Male,167,79,27.5
4148,Female,157,53,23
4149,Female,150,49,22
4150,Female,157,55,23
4151,Male,177,85,28.5
4152,Female,158,59,23
4153,Male,174,82,28
4154,Male,193,105,30
4155,Female,169,68,25
4156,Male,179,81,28.5
4157,Female,159,57,23
4158,Male,175,83,28.5
4159,Female,154,50,22.5
4160,Male,176,84,28.5
4161,Male,164,83,27.5
4162,Male,183,89,29
4163,Female,157,55,23.5
4164,Male,189,103,29.5
4165,Male,177,93,28.5
4166,Male,186,93,29.5
4167,Male,164,71,26.5
4168,Female,157,62,23
4169,Female,168,70,25
4170,Female,163,63,24
4171,Female,165,70,24.5
4172,Male,159,67,26
4173,Male,180,91,29.5
4174,Female,157,64,23
4175,Female,157,52,23.5
4176,Female,154,52,22.5
4177,Female,162,58,24
4178,Male,169,79,27.5
4179,Male,169,76,27.5
4180,Male,183,95,29
4181,Male,169,79,27.5
4182,Female,157,55,23
4183,Female,154,49,22.5
4184,Male,177,84,28.5
4185,Male,182,87,29
4186,Male,182,96,29
4187,Female,167,69,24.5
4188,Female,167,64,25
4189,Female,157,51,22
4190,Male,178,85,28.5
4191,Female,159,50,24
4192,Female,159,62,23
4193,Female,173,78,25.5
4194,Female,150,51,22
4195,Male,166,72,27.5
4196,Female,157,46,23
4197,Male,166,73,27.5
4198,Female,167,62,24.5
4199,Male,167,79,27.5
4200,Male,171,76,28
4201,Male,182,90,29.5
4202,Male,170,82,28
4203,Male,183,92,29
4204,Female,163,58,24
4205,Female,159,54,23
4206,Male,183,97,29
4207,Female,165,64,24.5
4208,Female,145,45,21
4209,Male,181,90,29
4210,Male,176,81,28.5
4211,Female,158,63,23
4212,Female,168,69,25
4213,Male,177,78,28.5
4214,Male,172,87,28
4215,Male,179,91,28.5
4216,Female,158,59,23
4217,Female,160,57,24
4218,Female,161,59,24
4219,Male,172,92,28.5
4220,Female,164,55,24.5
4221,Male,169,74,27.5
4222,Female,172,62,25.5
4223,Male,178,88,28.5
4224,Female,155,46,22.5
4225,Female,155,49,22.5
4226,Female,178,75,26.5
4227,Male,167,76,27.5
